Month,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
0,98.0,83.0,0,14.0,17,5.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,157.0,136.0,1,55.0,30,4.0,17.0,0,52.0,3.0,17.0,0.0,0.0
0,127.0,56.0,1,55.0,31,65.0,6.0,0,55.0,0.0,19.0,0.0,0.0
0,115.0,86.0,1,7.0,32,11.0,18.0,0,0.0,0.0,0.0,0.0,0.0
0,136.0,109.0,1,18.0,33,4.0,23.0,0,18.0,0.0,4.0,0.0,0.0
0,342.0,299.0,1,15.0,34,9.0,34.0,0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,6.0,35,0.0,38.0,1,0.0,0.0,0.0,0.0,0.0
0,226.0,209.0,0,8.0,36,6.0,11.0,0,0.0,0.0,0.0,0.0,0.0
0,139.0,115.0,1,186.0,37,9.0,15.0,0,186.0,0.0,14.0,0.0,0.0
0,177.0,125.0,1,25.0,38,11.0,41.0,0,0.0,0.0,0.0,0.0,47.0
0,106.0,90.0,1,35.0,17,5.0,11.0,0,31.0,0.0,0.0,0.0,0.0
0,353.0,308.0,1,317.0,39,3.0,42.0,0,0.0,317.0,30.0,0.0,0.0
0,85.0,75.0,0,8.0,40,3.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,117.0,103.0,0,8.0,41,5.0,9.0,0,0.0,0.0,0.0,0.0,0.0
0,102.0,91.0,0,8.0,42,2.0,9.0,0,0.0,0.0,0.0,0.0,0.0
0,107.0,83.0,0,7.0,14,12.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,163.0,144.0,1,103.0,43,6.0,13.0,0,76.0,0.0,0.0,0.0,10.0
0,243.0,205.0,0,6.0,44,6.0,32.0,0,0.0,0.0,0.0,0.0,0.0
0,133.0,119.0,1,41.0,45,2.0,12.0,0,24.0,0.0,0.0,0.0,0.0
0,121.0,93.0,1,54.0,46,7.0,21.0,0,48.0,0.0,0.0,0.0,0.0
0,135.0,116.0,1,27.0,47,5.0,14.0,0,22.0,0.0,0.0,0.0,0.0
0,134.0,100.0,1,32.0,48,5.0,29.0,0,32.0,0.0,19.0,0.0,0.0
0,141.0,116.0,1,14.0,49,9.0,16.0,0,0.0,0.0,2.0,0.0,13.0
0,146.0,112.0,1,8.0,50,5.0,29.0,0,8.0,0.0,24.0,0.0,0.0
0,114.0,68.0,1,7.0,51,3.0,43.0,0,0.0,0.0,29.0,0.0,7.0
0,187.0,137.0,1,32.0,52,7.0,43.0,0,0.0,0.0,30.0,0.0,0.0
0,240.0,221.0,1,10.0,53,7.0,12.0,0,10.0,0.0,15.0,0.0,0.0
0,40.0,31.0,0,14.0,54,2.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,82.0,47.0,1,21.0,55,28.0,7.0,0,0.0,21.0,17.0,0.0,0.0
0,199.0,176.0,0,6.0,56,8.0,15.0,0,0.0,0.0,0.0,0.0,0.0
0,83.0,66.0,1,80.0,57,9.0,8.0,0,3.0,0.0,0.0,0.0,65.0
0,160.0,132.0,0,6.0,58,4.0,24.0,0,0.0,0.0,0.0,0.0,0.0
0,68.0,58.0,1,107.0,59,3.0,7.0,0,0.0,0.0,0.0,0.0,105.0
0,107.0,95.0,0,7.0,60,3.0,9.0,0,0.0,0.0,0.0,0.0,0.0
0,150.0,106.0,1,57.0,61,4.0,40.0,0,57.0,0.0,15.0,0.0,0.0
0,351.0,320.0,1,40.0,62,7.0,24.0,0,29.0,0.0,0.0,0.0,0.0
0,141.0,104.0,1,10.0,12,6.0,31.0,0,0.0,0.0,20.0,0.0,10.0
0,241.0,192.0,1,137.0,8,6.0,43.0,0,120.0,0.0,0.0,0.0,0.0
0,134.0,116.0,1,38.0,63,6.0,12.0,0,0.0,0.0,0.0,0.0,24.0
0,55.0,41.0,1,22.0,64,6.0,8.0,0,7.0,0.0,0.0,0.0,10.0
0,86.0,64.0,1,86.0,65,6.0,16.0,0,0.0,0.0,92.0,0.0,0.0
0,100.0,79.0,1,36.0,66,5.0,16.0,0,0.0,0.0,0.0,0.0,34.0
0,293.0,150.0,1,146.0,67,125.0,18.0,0,0.0,0.0,130.0,0.0,146.0
0,70.0,52.0,1,13.0,0,4.0,14.0,0,0.0,0.0,0.0,0.0,0.0
0,145.0,126.0,1,99.0,68,6.0,13.0,0,0.0,98.0,0.0,0.0,1.0
0,66.0,48.0,1,7.0,69,2.0,16.0,0,0.0,0.0,0.0,0.0,0.0
0,69.0,54.0,0,18.0,70,5.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,89.0,49.0,1,115.0,71,13.0,27.0,0,0.0,0.0,114.0,0.0,0.0
0,182.0,144.0,1,9.0,52,10.0,28.0,0,0.0,0.0,0.0,0.0,0.0
0,185.0,154.0,1,71.0,72,7.0,24.0,0,0.0,28.0,5.0,0.0,43.0
0,137.0,101.0,1,16.0,73,6.0,30.0,0,0.0,0.0,0.0,0.0,0.0
0,227.0,175.0,1,16.0,74,5.0,47.0,0,0.0,3.0,45.0,0.0,13.0
0,233.0,176.0,1,44.0,75,7.0,50.0,0,0.0,0.0,82.0,0.0,0.0
0,133.0,123.0,1,116.0,76,3.0,7.0,0,1.0,0.0,0.0,0.0,88.0
0,159.0,142.0,0,20.0,77,4.0,13.0,0,0.0,0.0,0.0,0.0,0.0
0,172.0,151.0,1,135.0,78,4.0,17.0,0,94.0,0.0,12.0,0.0,41.0
0,74.0,55.0,1,26.0,79,8.0,11.0,0,0.0,0.0,0.0,0.0,20.0
0,93.0,83.0,0,9.0,80,2.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,98.0,88.0,1,10.0,81,3.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,128.0,107.0,0,11.0,82,4.0,17.0,0,0.0,0.0,0.0,0.0,0.0
0,49.0,27.0,1,57.0,83,8.0,14.0,0,44.0,0.0,0.0,0.0,0.0
0,115.0,82.0,0,10.0,84,7.0,26.0,0,0.0,0.0,0.0,0.0,0.0
0,116.0,84.0,1,40.0,85,7.0,25.0,0,0.0,0.0,36.0,0.0,0.0
0,120.0,105.0,1,126.0,86,1.0,14.0,0,121.0,0.0,0.0,0.0,0.0
0,110.0,91.0,1,6.0,87,8.0,11.0,0,0.0,0.0,0.0,0.0,0.0
0,152.0,137.0,1,16.0,88,3.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,145.0,123.0,1,60.0,89,8.0,14.0,0,60.0,0.0,0.0,0.0,0.0
0,148.0,93.0,1,18.0,90,8.0,47.0,0,0.0,0.0,23.0,0.0,18.0
0,81.0,63.0,1,63.0,91,6.0,12.0,0,4.0,0.0,6.0,0.0,59.0
0,122.0,108.0,1,17.0,92,3.0,11.0,0,0.0,0.0,0.0,0.0,0.0
0,85.0,44.0,1,8.0,93,18.0,23.0,0,0.0,0.0,0.0,0.0,0.0
0,68.0,55.0,1,23.0,94,4.0,9.0,0,0.0,0.0,0.0,0.0,21.0
0,175.0,150.0,1,46.0,95,7.0,18.0,0,0.0,0.0,18.0,0.0,33.0
0,97.0,82.0,1,17.0,96,3.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,158.0,133.0,1,28.0,75,7.0,18.0,0,17.0,0.0,0.0,0.0,0.0
0,111.0,87.0,0,7.0,97,10.0,14.0,0,0.0,0.0,0.0,0.0,0.0
0,97.0,58.0,1,61.0,98,6.0,33.0,0,4.0,0.0,17.0,0.0,57.0
0,113.0,81.0,1,51.0,99,2.0,30.0,0,49.0,0.0,0.0,0.0,0.0
0,176.0,152.0,1,158.0,72,3.0,21.0,0,0.0,0.0,13.0,0.0,146.0
0,67.0,49.0,0,9.0,100,5.0,13.0,0,0.0,0.0,0.0,0.0,0.0
0,157.0,137.0,0,10.0,101,5.0,15.0,0,0.0,0.0,0.0,0.0,0.0
0,157.0,125.0,1,35.0,102,16.0,16.0,0,35.0,0.0,17.0,0.0,0.0
0,113.0,84.0,1,36.0,103,6.0,23.0,0,36.0,0.0,0.0,0.0,0.0
0,150.0,130.0,1,88.0,104,9.0,11.0,0,10.0,0.0,14.0,0.0,59.0
0,41.0,28.0,1,25.0,105,3.0,10.0,0,0.0,8.0,0.0,0.0,8.0
0,41.0,25.0,0,13.0,83,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,79.0,65.0,1,146.0,98,5.0,9.0,0,134.0,0.0,0.0,0.0,0.0
0,115.0,99.0,1,32.0,17,4.0,12.0,0,5.0,0.0,0.0,0.0,22.0
0,200.0,181.0,1,59.0,106,4.0,15.0,0,21.0,0.0,0.0,0.0,6.0
0,118.0,101.0,0,8.0,107,8.0,9.0,0,0.0,0.0,0.0,0.0,0.0
0,404.0,362.0,1,6.0,108,3.0,39.0,0,6.0,0.0,31.0,0.0,0.0
0,144.0,131.0,0,6.0,109,6.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,85.0,55.0,1,23.0,110,6.0,24.0,0,7.0,0.0,10.0,0.0,16.0
0,237.0,225.0,0,13.0,111,6.0,6.0,0,0.0,0.0,0.0,0.0,0.0
0,43.0,29.0,0,7.0,112,6.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,151.0,131.0,1,22.0,113,10.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,101.0,79.0,0,6.0,114,10.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,105.0,83.0,1,92.0,115,10.0,12.0,0,0.0,0.0,103.0,0.0,0.0
0,262.0,233.0,1,29.0,116,8.0,21.0,0,19.0,0.0,0.0,0.0,0.0
0,51.0,37.0,1,12.0,117,4.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,164.0,142.0,1,6.0,118,2.0,20.0,0,6.0,0.0,19.0,0.0,0.0
0,181.0,152.0,1,35.0,52,5.0,24.0,0,0.0,0.0,0.0,0.0,0.0
0,115.0,72.0,1,15.0,119,7.0,36.0,0,15.0,0.0,0.0,0.0,0.0
0,113.0,78.0,1,10.0,120,6.0,29.0,0,0.0,0.0,0.0,0.0,0.0
0,152.0,126.0,1,36.0,121,6.0,20.0,0,36.0,0.0,7.0,0.0,0.0
0,41.0,27.0,1,15.0,5,5.0,9.0,0,0.0,0.0,0.0,0.0,0.0
0,56.0,43.0,1,11.0,122,5.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,253.0,234.0,1,38.0,123,4.0,15.0,0,21.0,0.0,0.0,0.0,0.0
0,215.0,189.0,1,399.0,124,12.0,14.0,0,399.0,0.0,11.0,0.0,0.0
0,156.0,134.0,1,21.0,125,10.0,12.0,0,7.0,0.0,9.0,0.0,14.0
0,61.0,49.0,1,31.0,126,3.0,9.0,0,16.0,0.0,1.0,0.0,15.0
0,63.0,37.0,1,68.0,127,4.0,22.0,0,61.0,0.0,0.0,0.0,0.0
0,66.0,48.0,1,116.0,128,3.0,15.0,0,7.0,0.0,0.0,0.0,93.0
0,132.0,118.0,0,6.0,129,7.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,349.0,309.0,1,37.0,130,10.0,30.0,0,0.0,0.0,0.0,0.0,0.0
0,60.0,48.0,1,23.0,131,4.0,8.0,0,0.0,0.0,0.0,0.0,18.0
0,192.0,164.0,0,16.0,44,7.0,21.0,0,0.0,0.0,0.0,0.0,0.0
0,78.0,52.0,1,9.0,132,6.0,20.0,0,0.0,0.0,0.0,0.0,0.0
0,145.0,100.0,1,21.0,133,5.0,40.0,0,0.0,0.0,20.0,0.0,21.0
0,142.0,125.0,1,9.0,134,3.0,14.0,0,0.0,0.0,0.0,0.0,0.0
0,173.0,67.0,1,81.0,135,6.0,100.0,0,0.0,0.0,139.0,0.0,15.0
0,66.0,45.0,1,53.0,136,7.0,14.0,0,0.0,0.0,0.0,0.0,32.0
0,157.0,120.0,1,20.0,137,11.0,26.0,0,20.0,0.0,20.0,0.0,0.0
0,100.0,38.0,1,17.0,138,4.0,58.0,0,0.0,17.0,38.0,0.0,0.0
0,60.0,41.0,1,54.0,139,7.0,12.0,0,2.0,0.0,0.0,0.0,52.0
0,157.0,137.0,1,13.0,140,4.0,16.0,0,0.0,0.0,0.0,0.0,0.0
0,65.0,54.0,0,7.0,0,3.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,179.0,137.0,1,64.0,141,4.0,38.0,0,0.0,64.0,7.0,0.0,0.0
0,140.0,116.0,1,108.0,142,5.0,19.0,0,10.0,0.0,0.0,0.0,93.0
0,43.0,29.0,1,116.0,143,7.0,7.0,0,0.0,0.0,0.0,0.0,111.0
0,158.0,124.0,1,175.0,144,19.0,15.0,0,0.0,0.0,197.0,0.0,6.0
0,71.0,56.0,1,37.0,145,4.0,11.0,0,0.0,0.0,0.0,0.0,33.0
0,158.0,125.0,1,20.0,146,7.0,26.0,0,20.0,0.0,24.0,0.0,0.0
0,147.0,128.0,1,10.0,147,8.0,11.0,0,0.0,0.0,0.0,0.0,0.0
0,82.0,52.0,1,44.0,148,13.0,17.0,0,0.0,0.0,0.0,0.0,42.0
0,85.0,51.0,1,20.0,148,15.0,19.0,0,20.0,0.0,10.0,0.0,0.0
0,44.0,28.0,1,160.0,83,5.0,11.0,0,0.0,0.0,0.0,0.0,150.0
0,105.0,68.0,1,45.0,149,18.0,19.0,0,0.0,0.0,30.0,0.0,0.0
0,123.0,81.0,1,69.0,70,4.0,38.0,0,0.0,0.0,23.0,0.0,69.0
0,164.0,145.0,1,59.0,150,4.0,15.0,0,0.0,0.0,0.0,0.0,58.0
0,82.0,67.0,1,77.0,151,7.0,8.0,0,0.0,0.0,0.0,0.0,70.0
0,101.0,90.0,0,7.0,152,4.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,181.0,140.0,1,36.0,89,17.0,24.0,0,0.0,0.0,27.0,0.0,0.0
0,58.0,41.0,1,60.0,153,6.0,11.0,0,53.0,0.0,0.0,0.0,0.0
0,69.0,54.0,1,28.0,154,5.0,10.0,0,0.0,0.0,0.0,0.0,27.0
0,255.0,231.0,0,6.0,155,7.0,17.0,0,0.0,0.0,0.0,0.0,0.0
0,42.0,24.0,1,52.0,143,4.0,14.0,0,0.0,0.0,0.0,0.0,47.0
0,95.0,70.0,1,19.0,84,7.0,18.0,0,16.0,0.0,0.0,0.0,0.0
0,125.0,103.0,1,24.0,1,11.0,11.0,0,4.0,0.0,0.0,0.0,13.0
0,186.0,165.0,1,10.0,89,6.0,15.0,0,6.0,0.0,11.0,0.0,4.0
0,88.0,71.0,1,155.0,156,5.0,12.0,0,0.0,0.0,0.0,0.0,138.0
0,252.0,235.0,1,133.0,157,8.0,9.0,0,116.0,0.0,0.0,0.0,5.0
0,131.0,111.0,1,36.0,68,8.0,12.0,0,0.0,0.0,0.0,0.0,26.0
0,117.0,102.0,1,22.0,158,3.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,75.0,53.0,1,233.0,159,3.0,19.0,0,0.0,7.0,0.0,0.0,209.0
0,426.0,413.0,1,62.0,160,2.0,11.0,0,49.0,0.0,0.0,0.0,0.0
0,63.0,30.0,1,21.0,161,10.0,23.0,0,21.0,0.0,3.0,0.0,0.0
0,139.0,117.0,1,68.0,162,5.0,17.0,0,0.0,0.0,4.0,0.0,68.0
0,90.0,62.0,1,30.0,163,5.0,23.0,0,28.0,0.0,0.0,0.0,0.0
0,197.0,149.0,0,21.0,101,18.0,30.0,0,0.0,0.0,0.0,0.0,0.0
0,98.0,77.0,1,25.0,164,5.0,16.0,0,0.0,0.0,0.0,0.0,23.0
0,40.0,22.0,1,220.0,112,5.0,13.0,0,211.0,0.0,0.0,0.0,0.0
0,119.0,85.0,1,90.0,154,9.0,25.0,0,0.0,0.0,16.0,0.0,90.0
0,149.0,126.0,0,10.0,165,4.0,19.0,0,0.0,0.0,0.0,0.0,0.0
0,48.0,32.0,1,44.0,166,5.0,11.0,0,42.0,0.0,0.0,0.0,0.0
0,55.0,41.0,1,39.0,139,3.0,11.0,0,5.0,0.0,0.0,0.0,24.0
0,180.0,155.0,1,12.0,167,4.0,21.0,0,0.0,12.0,15.0,0.0,0.0
0,229.0,207.0,1,6.0,168,11.0,11.0,0,6.0,0.0,14.0,0.0,0.0
0,86.0,74.0,1,135.0,80,5.0,7.0,0,1.0,0.0,0.0,0.0,115.0
0,120.0,82.0,1,7.0,169,3.0,35.0,0,7.0,0.0,34.0,0.0,0.0
0,54.0,42.0,1,34.0,170,4.0,8.0,0,0.0,0.0,0.0,0.0,28.0
0,265.0,248.0,0,11.0,171,3.0,14.0,0,0.0,0.0,0.0,0.0,0.0
0,132.0,113.0,1,254.0,172,4.0,15.0,0,25.0,0.0,13.0,0.0,229.0
0,101.0,81.0,1,27.0,9,4.0,16.0,0,0.0,0.0,0.0,0.0,23.0
0,40.0,30.0,1,48.0,105,4.0,6.0,0,43.0,0.0,0.0,0.0,0.0
0,110.0,80.0,1,15.0,114,8.0,22.0,0,0.0,0.0,0.0,0.0,15.0
0,138.0,119.0,0,7.0,134,7.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,261.0,225.0,1,30.0,173,11.0,25.0,0,10.0,0.0,28.0,0.0,5.0
0,208.0,181.0,1,14.0,174,13.0,14.0,0,0.0,0.0,6.0,0.0,14.0
0,70.0,59.0,1,24.0,175,3.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,114.0,94.0,1,20.0,176,8.0,12.0,0,0.0,0.0,0.0,0.0,20.0
0,103.0,63.0,1,6.0,177,9.0,31.0,0,6.0,0.0,22.0,0.0,0.0
0,265.0,237.0,0,9.0,178,12.0,16.0,0,0.0,0.0,0.0,0.0,0.0
0,324.0,305.0,1,30.0,179,5.0,14.0,0,30.0,0.0,0.0,0.0,0.0
0,90.0,70.0,1,23.0,107,4.0,16.0,0,0.0,0.0,0.0,0.0,0.0
0,122.0,85.0,1,90.0,180,4.0,33.0,0,0.0,0.0,43.0,0.0,69.0
0,128.0,101.0,0,6.0,181,4.0,23.0,0,0.0,0.0,0.0,0.0,0.0
0,162.0,145.0,0,7.0,182,5.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,97.0,74.0,0,10.0,183,4.0,19.0,0,0.0,0.0,0.0,0.0,0.0
0,63.0,53.0,1,15.0,184,4.0,6.0,0,0.0,0.0,0.0,0.0,0.0
0,145.0,120.0,1,42.0,185,5.0,20.0,0,0.0,42.0,0.0,0.0,0.0
0,109.0,84.0,1,25.0,186,6.0,19.0,0,0.0,0.0,0.0,0.0,0.0
0,55.0,43.0,0,8.0,69,2.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,165.0,146.0,1,47.0,104,3.0,16.0,0,47.0,0.0,20.0,0.0,0.0
0,113.0,96.0,0,13.0,80,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,88.0,62.0,1,27.0,187,14.0,12.0,0,0.0,0.0,3.0,0.0,27.0
0,161.0,130.0,1,94.0,188,7.0,24.0,0,80.0,0.0,0.0,0.0,0.0
0,326.0,304.0,1,172.0,189,6.0,16.0,0,53.0,0.0,0.0,0.0,95.0
0,89.0,44.0,1,77.0,190,8.0,37.0,0,0.0,0.0,42.0,0.0,69.0
0,105.0,77.0,1,12.0,191,9.0,19.0,0,0.0,0.0,0.0,0.0,0.0
0,226.0,197.0,0,30.0,192,8.0,21.0,0,0.0,0.0,0.0,0.0,0.0
0,84.0,65.0,1,49.0,169,4.0,15.0,0,4.0,0.0,9.0,0.0,45.0
0,67.0,41.0,1,76.0,93,9.0,17.0,0,69.0,0.0,0.0,0.0,0.0
0,133.0,115.0,1,164.0,37,4.0,14.0,0,0.0,173.0,0.0,0.0,0.0
0,192.0,167.0,1,168.0,193,8.0,17.0,0,0.0,0.0,154.0,0.0,0.0
0,196.0,173.0,1,6.0,194,8.0,15.0,0,0.0,0.0,0.0,0.0,0.0
0,146.0,111.0,1,9.0,195,8.0,27.0,0,0.0,0.0,0.0,0.0,0.0
0,57.0,39.0,0,11.0,196,8.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,111.0,96.0,1,41.0,17,5.0,10.0,0,22.0,0.0,0.0,0.0,17.0
0,107.0,81.0,1,105.0,197,2.0,24.0,0,14.0,0.0,1.0,0.0,91.0
0,59.0,46.0,1,19.0,132,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0
0,363.0,343.0,1,27.0,189,5.0,15.0,0,6.0,0.0,16.0,0.0,21.0
0,68.0,51.0,1,30.0,198,6.0,11.0,0,0.0,0.0,0.0,0.0,17.0
0,88.0,67.0,1,13.0,199,2.0,19.0,0,0.0,0.0,0.0,0.0,0.0
0,261.0,237.0,0,9.0,200,4.0,20.0,0,0.0,0.0,0.0,0.0,0.0
0,56.0,41.0,1,14.0,201,4.0,11.0,0,0.0,0.0,0.0,0.0,0.0
0,86.0,36.0,1,101.0,202,12.0,38.0,0,101.0,0.0,5.0,0.0,0.0
0,98.0,80.0,1,21.0,120,3.0,15.0,0,0.0,0.0,0.0,0.0,0.0
0,72.0,51.0,0,13.0,154,3.0,18.0,0,0.0,0.0,0.0,0.0,0.0
0,77.0,58.0,1,51.0,154,6.0,13.0,0,50.0,0.0,0.0,0.0,0.0
0,241.0,216.0,0,9.0,203,8.0,17.0,0,0.0,0.0,0.0,0.0,0.0
0,160.0,125.0,1,32.0,49,5.0,30.0,0,0.0,0.0,0.0,0.0,30.0
0,283.0,247.0,1,15.0,204,13.0,23.0,0,0.0,0.0,16.0,0.0,15.0
0,109.0,81.0,1,24.0,50,5.0,23.0,0,5.0,0.0,2.0,0.0,19.0
0,133.0,111.0,1,127.0,97,6.0,16.0,0,23.0,0.0,3.0,0.0,104.0
0,86.0,68.0,1,12.0,205,8.0,10.0,0,12.0,0.0,6.0,0.0,0.0
0,139.0,111.0,1,25.0,206,2.0,26.0,0,24.0,0.0,0.0,0.0,0.0
0,94.0,82.0,1,23.0,207,4.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,144.0,106.0,0,19.0,208,10.0,28.0,0,0.0,0.0,0.0,0.0,0.0
0,77.0,58.0,1,31.0,209,3.0,16.0,0,0.0,10.0,0.0,0.0,18.0
0,127.0,78.0,1,25.0,210,15.0,34.0,0,25.0,0.0,5.0,0.0,0.0
0,122.0,95.0,1,466.0,211,8.0,19.0,0,0.0,0.0,495.0,0.0,0.0
0,95.0,71.0,1,103.0,199,3.0,21.0,0,0.0,0.0,0.0,0.0,105.0
0,98.0,83.0,1,46.0,212,4.0,11.0,0,24.0,0.0,0.0,0.0,0.0
0,57.0,36.0,1,30.0,213,4.0,17.0,0,24.0,0.0,7.0,0.0,6.0
0,183.0,163.0,1,15.0,214,6.0,14.0,0,0.0,0.0,0.0,0.0,0.0
0,206.0,196.0,1,27.0,106,3.0,7.0,0,0.0,0.0,0.0,0.0,0.0
0,174.0,157.0,1,19.0,215,5.0,12.0,0,0.0,0.0,0.0,0.0,0.0
0,89.0,75.0,1,33.0,199,6.0,8.0,0,0.0,0.0,0.0,0.0,32.0
0,108.0,68.0,1,147.0,216,2.0,38.0,0,151.0,0.0,0.0,0.0,0.0
0,87.0,72.0,1,15.0,40,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0
0,84.0,58.0,1,9.0,217,12.0,14.0,0,0.0,0.0,0.0,0.0,0.0
0,214.0,193.0,0,7.0,218,13.0,8.0,0,0.0,0.0,0.0,0.0,0.0
0,92.0,72.0,1,140.0,219,4.0,16.0,0,138.0,0.0,0.0,0.0,0.0
0,351.0,336.0,1,6.0,220,5.0,10.0,0,0.0,0.0,0.0,0.0,0.0
0,171.0,134.0,1,9.0,221,13.0,24.0,0,8.0,0.0,7.0,0.0,1.0
0,61.0,46.0,1,25.0,132,2.0,13.0,0,0.0,0.0,0.0,0.0,21.0
0,71.0,52.0,1,20.0,145,3.0,16.0,0,0.0,0.0,0.0,0.0,0.0
0,112.0,83.0,1,106.0,222,8.0,21.0,0,0.0,0.0,0.0,0.0,90.0
0,181.0,165.0,1,67.0,223,8.0,8.0,0,5.0,0.0,0.0,0.0,54.0
0,237.0,175.0,1,223.0,155,7.0,55.0,0,0.0,0.0,236.0,0.0,0.0
0,78.0,52.0,1,101.0,224,9.0,17.0,0,101.0,0.0,8.0,0.0,0.0
0,213.0,182.0,1,9.0,225,9.0,22.0,0,0.0,0.0,0.0,0.0,0.0
0,120.0,105.0,1,10.0,17,4.0,11.0,0,6.0,0.0,5.0,0.0,4.0
0,77.0,53.0,1,35.0,226,6.0,18.0,0,35.0,0.0,12.0,0.0,0.0
0,250.0,231.0,1,18.0,227,4.0,15.0,0,0.0,0.0,0.0,0.0,0.0
0,514.0,475.0,1,21.0,228,8.0,31.0,0,21.0,0.0,2.0,0.0,0.0
