Month,DayofMonth,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1,13,2155.0,2120,41.0,10,WN,611,N311SW,106.0,110.0,90.0,31.0,35.0,LAS,DEN,629,5.0,11.0,0,N,0,31.0,0.0,0.0,0.0,0.0
1,4,1424.0,907,1817.0,1230,UA,73,N213UA,353.0,323.0,308.0,347.0,317.0,SFO,HNL,2398,3.0,42.0,0,N,0,0.0,317.0,30.0,0.0,0.0
1,3,933.0,925,1058.0,1055,WN,1188,N254WN,85.0,90.0,75.0,3.0,8.0,HOU,BHM,570,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,12,1513.0,1505,1610.0,1630,WN,201,N220WN,117.0,145.0,103.0,-20.0,8.0,PHL,MDW,668,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,19,1038.0,1030,1320.0,1330,WN,2026,N406WN,102.0,120.0,91.0,-10.0,8.0,MDW,MHT,838,2.0,9.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,11,1507.0,1500,1754.0,1752,F9,138,N923FR,107.0,112.0,83.0,2.0,7.0,DEN,DFW,641,12.0,12.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,13,2218.0,2035,2301.0,2135,AA,351,N298AA,163.0,180.0,144.0,86.0,103.0,DFW,LAS,1055,6.0,13.0,0,N,0,76.0,0.0,0.0,0.0,10.0
1,24,1516.0,1510,1819.0,1818,CO,811,N76156,243.0,248.0,205.0,1.0,6.0,EWR,IAH,1400,6.0,32.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,8,1841.0,1800,2054.0,2030,EV,4352,N717EV,133.0,150.0,119.0,24.0,41.0,ATL,PWM,1027,2.0,12.0,0,N,0,24.0,0.0,0.0,0.0,0.0
1,10,1210.0,1116,1311.0,1223,YV,2689,N920FJ,121.0,127.0,93.0,48.0,54.0,CLT,STL,575,7.0,21.0,0,N,0,48.0,0.0,0.0,0.0,0.0
1,12,827.0,800,1042.0,1020,AS,605,N648AS,135.0,140.0,116.0,22.0,27.0,LAS,PDX,762,5.0,14.0,0,N,0,22.0,0.0,0.0,0.0,0.0
1,31,1912.0,1840,2226.0,2135,UA,146,N938UA,134.0,115.0,100.0,51.0,32.0,ORD,RDU,647,5.0,29.0,0,N,0,32.0,0.0,19.0,0.0,0.0
1,9,1651.0,1637,2012.0,1957,CO,1098,N37293,141.0,140.0,116.0,15.0,14.0,DEN,IAH,861,9.0,16.0,0,N,0,0.0,0.0,2.0,0.0,13.0
1,10,633.0,625,859.0,827,US,1433,N163US,146.0,122.0,112.0,32.0,8.0,BUF,CLT,546,5.0,29.0,0,N,0,8.0,0.0,24.0,0.0,0.0
1,13,1147.0,1140,1441.0,1405,MQ,4014,N675AE,114.0,85.0,68.0,36.0,7.0,ORD,TYS,475,3.0,43.0,0,N,0,0.0,0.0,29.0,0.0,7.0
1,1,1202.0,1130,1509.0,1439,CO,1400,N77296,187.0,189.0,137.0,30.0,32.0,FLL,EWR,1065,7.0,43.0,0,N,0,0.0,0.0,30.0,0.0,0.0
1,26,1555.0,1545,1755.0,1730,AA,399,N369AA,240.0,225.0,221.0,25.0,10.0,DFW,SFO,1464,7.0,12.0,0,N,0,10.0,0.0,15.0,0.0,0.0
1,2,1524.0,1510,1604.0,1600,WN,303,N639SW,40.0,50.0,31.0,4.0,14.0,DAL,OKC,181,2.0,7.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,27,1456.0,1435,1618.0,1540,MQ,3286,N307AE,82.0,65.0,47.0,38.0,21.0,CLL,DFW,164,28.0,7.0,0,N,0,0.0,21.0,17.0,0.0,0.0
1,5,1241.0,1235,1400.0,1355,AA,2427,N3BWAA,199.0,200.0,176.0,5.0,6.0,DFW,LAX,1235,8.0,15.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,17,1725.0,1605,1948.0,1840,DL,903,N960DL,83.0,95.0,66.0,68.0,80.0,STL,ATL,483,9.0,8.0,0,N,0,3.0,0.0,0.0,0.0,65.0
1,14,1013.0,1007,1153.0,1148,EV,4179,N718EV,160.0,161.0,132.0,5.0,6.0,ATL,AUS,813,4.0,24.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,2,2232.0,2045,2340.0,2155,WN,1853,N327SW,68.0,70.0,58.0,105.0,107.0,SMF,BUR,358,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,105.0
1,7,1817.0,1810,2104.0,2105,WN,86,N390SW,107.0,115.0,95.0,-1.0,7.0,STL,BWI,737,3.0,9.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,6,909.0,812,1239.0,1127,UA,120,N852UA,150.0,135.0,106.0,72.0,57.0,ORD,JAX,865,4.0,40.0,0,N,0,57.0,0.0,15.0,0.0,0.0
1,13,842.0,802,1133.0,1104,UA,37,N553UA,351.0,362.0,320.0,29.0,40.0,MCO,SFO,2445,7.0,24.0,0,N,0,29.0,0.0,0.0,0.0,0.0
1,18,2055.0,2045,16.0,2346,F9,214,N810FR,141.0,121.0,104.0,30.0,10.0,DEN,AUS,775,6.0,31.0,0,N,0,0.0,0.0,20.0,0.0,10.0
1,3,927.0,710,1228.0,1028,CO,719,N12319,241.0,258.0,192.0,120.0,137.0,JFK,IAH,1417,6.0,43.0,0,N,0,120.0,0.0,0.0,0.0,0.0
1,11,1548.0,1510,1802.0,1738,FL,369,N311AT,134.0,148.0,116.0,24.0,38.0,LGA,ATL,761,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,24.0
1,20,1557.0,1535,1652.0,1635,WN,183,N413WN,55.0,60.0,41.0,17.0,22.0,BWI,ISP,220,6.0,8.0,0,N,0,7.0,0.0,0.0,0.0,10.0
1,31,2156.0,2030,2322.0,2150,AA,1519,N497AA,86.0,80.0,64.0,92.0,86.0,LAX,SFO,337,6.0,16.0,0,N,0,0.0,0.0,92.0,0.0,0.0
1,16,1606.0,1530,1746.0,1712,AS,390,N562AS,100.0,102.0,79.0,34.0,36.0,SEA,SMF,605,5.0,16.0,0,N,0,0.0,0.0,0.0,0.0,34.0
1,29,2105.0,1839,58.0,2022,UA,655,N463UA,293.0,163.0,150.0,276.0,146.0,EWR,ORD,719,125.0,18.0,0,N,0,0.0,0.0,130.0,0.0,146.0
1,22,1453.0,1440,1603.0,1550,WN,2291,N443WN,70.0,70.0,52.0,13.0,13.0,BWI,ALB,288,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,27,2004.0,1825,2229.0,2050,WN,2530,N341SW,145.0,145.0,126.0,99.0,99.0,SEA,LAS,866,6.0,13.0,0,N,0,0.0,98.0,0.0,0.0,1.0
1,9,1747.0,1740,1853.0,1840,WN,391,N488WN,66.0,60.0,48.0,13.0,7.0,LAS,BUR,223,2.0,16.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,15,908.0,850,1017.0,1015,MQ,4078,N523AE,69.0,85.0,54.0,2.0,18.0,ORD,BNA,409,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,22,1855.0,1700,2024.0,1830,OH,4938,N809CA,89.0,90.0,49.0,114.0,115.0,PHL,BOS,280,13.0,27.0,0,N,0,0.0,0.0,114.0,0.0,0.0
1,9,1913.0,1904,2215.0,2203,CO,1700,N31412,182.0,179.0,144.0,12.0,9.0,FLL,EWR,1065,10.0,28.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,17,1856.0,1745,2301.0,2145,AA,1904,N5EHAA,185.0,180.0,154.0,76.0,71.0,ORD,MIA,1197,7.0,24.0,0,N,0,0.0,28.0,5.0,0.0,43.0
1,17,1501.0,1445,1818.0,1805,MQ,3715,N824AE,137.0,140.0,101.0,13.0,16.0,DFW,CMH,927,6.0,30.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,25,1621.0,1605,1908.0,1807,XE,3046,N17146,227.0,182.0,175.0,61.0,16.0,IAH,PHX,1009,5.0,47.0,0,N,0,0.0,3.0,45.0,0.0,13.0
1,2,1014.0,930,1407.0,1245,B6,375,N658JB,233.0,195.0,176.0,82.0,44.0,LGA,FLL,1076,7.0,50.0,0,N,0,0.0,0.0,82.0,0.0,0.0
1,22,2146.0,1950,2359.0,2230,US,1947,N452UW,133.0,160.0,123.0,89.0,116.0,DCA,FLL,899,3.0,7.0,0,N,0,1.0,0.0,0.0,0.0,88.0
1,3,1520.0,1500,1759.0,1800,AA,2485,N3CGAA,159.0,180.0,142.0,-1.0,20.0,DTW,MIA,1145,4.0,13.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,13,1655.0,1440,1947.0,1720,B6,303,N519JB,172.0,160.0,151.0,147.0,135.0,IAD,FLL,901,4.0,17.0,0,N,0,94.0,0.0,12.0,0.0,41.0
1,8,1156.0,1130,1210.0,1150,MQ,4287,N697AB,74.0,80.0,55.0,20.0,26.0,SDF,ORD,286,8.0,11.0,0,N,0,0.0,0.0,0.0,0.0,20.0
1,18,1044.0,1035,1317.0,1320,WN,827,N659SW,93.0,105.0,83.0,-3.0,9.0,MDW,BWI,611,2.0,8.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,6,1655.0,1645,1833.0,1825,WN,764,N231WN,98.0,100.0,88.0,8.0,10.0,BHM,DAL,587,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,18,1751.0,1740,1959.0,1955,DL,973,N681DA,128.0,135.0,107.0,4.0,11.0,ATL,PHL,665,4.0,17.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,30,2232.0,2135,2321.0,2237,MQ,3059,N394AE,49.0,62.0,27.0,44.0,57.0,LAX,SAN,109,8.0,14.0,0,N,0,44.0,0.0,0.0,0.0,0.0
1,19,900.0,850,1055.0,1057,OH,5127,N933CA,115.0,127.0,82.0,-2.0,10.0,JFK,CLE,425,7.0,26.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,4,1525.0,1445,1721.0,1645,XE,2500,N13968,116.0,120.0,84.0,36.0,40.0,LEX,EWR,588,7.0,25.0,0,N,0,0.0,0.0,36.0,0.0,0.0
1,11,1036.0,830,1336.0,1135,YV,7169,N521LR,120.0,125.0,105.0,121.0,126.0,ORD,CHS,760,1.0,14.0,0,N,0,121.0,0.0,0.0,0.0,0.0
1,5,1336.0,1330,1526.0,1516,XE,2797,N14542,110.0,106.0,91.0,10.0,6.0,IAH,BNA,657,8.0,11.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,5,956.0,940,1328.0,1320,AA,1240,N3CHAA,152.0,160.0,137.0,8.0,16.0,DFW,DCA,1192,3.0,12.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,25,1555.0,1455,1920.0,1820,AS,582,N960AS,145.0,145.0,123.0,60.0,60.0,SEA,DEN,1024,8.0,14.0,0,N,0,60.0,0.0,0.0,0.0,0.0
1,31,2018.0,2000,2346.0,2305,AA,1684,N409AA,148.0,125.0,93.0,41.0,18.0,BNA,LGA,764,8.0,47.0,0,N,0,0.0,0.0,23.0,0.0,18.0
1,4,2023.0,1920,2144.0,2035,WN,728,N222WN,81.0,75.0,63.0,69.0,63.0,SMF,LAS,397,6.0,12.0,0,N,0,4.0,0.0,6.0,0.0,59.0
1,28,1107.0,1050,1409.0,1355,WN,1531,N629SW,122.0,125.0,108.0,14.0,17.0,MDW,PVD,842,3.0,11.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,27,1614.0,1606,1739.0,1726,EV,4702,N712EV,85.0,80.0,44.0,13.0,8.0,ATL,CLT,227,18.0,23.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,2,758.0,735,906.0,845,WN,71,N338SW,68.0,70.0,55.0,21.0,23.0,SAN,LAS,258,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,21.0
1,22,1206.0,1120,1401.0,1310,MQ,4119,N834AE,175.0,170.0,150.0,51.0,46.0,PVD,ORD,849,7.0,18.0,0,N,0,0.0,0.0,18.0,0.0,33.0
1,14,1115.0,1058,1252.0,1240,OH,4945,N938CA,97.0,102.0,82.0,12.0,17.0,IAD,CVG,388,3.0,12.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,6,1343.0,1315,1721.0,1704,CO,1088,N12327,158.0,169.0,133.0,17.0,28.0,IAH,DTW,1076,7.0,18.0,0,N,0,17.0,0.0,0.0,0.0,0.0
1,24,1708.0,1701,1859.0,1910,OH,5008,N779CA,111.0,129.0,87.0,-11.0,7.0,CMH,BOS,640,10.0,14.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,11,1606.0,1505,1743.0,1625,B6,8,N593JB,97.0,80.0,58.0,78.0,61.0,JFK,BUF,301,6.0,33.0,0,N,0,4.0,0.0,17.0,0.0,57.0
1,29,1251.0,1200,1544.0,1455,MQ,3387,N520DC,113.0,115.0,81.0,49.0,51.0,DFW,TYS,772,2.0,30.0,0,N,0,49.0,0.0,0.0,0.0,0.0
1,8,2248.0,2010,244.0,5,AA,681,N5DYAA,176.0,175.0,152.0,159.0,158.0,ORD,MIA,1197,3.0,21.0,0,N,0,0.0,0.0,13.0,0.0,146.0
1,10,2209.0,2200,2316.0,2320,US,1526,N724UW,67.0,80.0,49.0,-4.0,9.0,CLT,DCA,331,5.0,13.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,28,1350.0,1340,1627.0,1645,B6,27,N587JB,157.0,185.0,137.0,-18.0,10.0,JFK,RSW,1074,5.0,15.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,31,815.0,740,952.0,900,MQ,4330,N672AE,157.0,140.0,125.0,52.0,35.0,BWI,ORD,622,16.0,16.0,0,N,0,35.0,0.0,17.0,0.0,0.0
1,17,1541.0,1505,1734.0,1658,DL,1531,N674DL,113.0,113.0,84.0,36.0,36.0,ATL,MIA,595,6.0,23.0,0,N,0,36.0,0.0,0.0,0.0,0.0
1,7,1628.0,1500,1858.0,1735,AA,2333,N537AA,150.0,155.0,130.0,83.0,88.0,ORD,DFW,802,9.0,11.0,0,N,0,10.0,0.0,14.0,0.0,59.0
1,8,1155.0,1130,1236.0,1220,MQ,4061,N687JS,41.0,50.0,28.0,16.0,25.0,ORD,GRB,174,3.0,10.0,0,N,0,0.0,8.0,0.0,0.0,8.0
1,27,913.0,900,954.0,950,MQ,4524,N619AE,41.0,50.0,25.0,4.0,13.0,MSN,ORD,109,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,19,1451.0,1225,1610.0,1356,YV,7264,N445YV,79.0,91.0,65.0,134.0,146.0,DEN,RAP,301,5.0,9.0,0,N,0,134.0,0.0,0.0,0.0,0.0
1,20,1307.0,1235,1402.0,1335,WN,12,N338SW,115.0,120.0,99.0,27.0,32.0,DEN,LAS,629,4.0,12.0,0,N,0,5.0,0.0,0.0,0.0,22.0
1,2,1554.0,1455,1814.0,1747,UA,1495,N439UA,200.0,232.0,181.0,27.0,59.0,ORD,PHX,1440,4.0,15.0,0,N,0,21.0,0.0,0.0,0.0,6.0
1,23,1148.0,1140,1346.0,1345,MQ,3500,N515AE,118.0,125.0,101.0,1.0,8.0,HSV,DFW,603,8.0,9.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,27,841.0,835,1225.0,1148,CO,1626,N37253,404.0,373.0,362.0,37.0,6.0,EWR,SAN,2425,3.0,39.0,0,N,0,6.0,0.0,31.0,0.0,0.0
1,25,1741.0,1735,2005.0,2005,WN,123,N674AA,144.0,150.0,131.0,0.0,6.0,SAT,MDW,1036,6.0,7.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,25,2123.0,2100,2348.0,2315,WN,207,N689SW,85.0,75.0,55.0,33.0,23.0,MDW,PIT,402,6.0,24.0,0,N,0,7.0,0.0,10.0,0.0,16.0
1,12,1503.0,1450,1700.0,1700,WN,168,N672SW,237.0,250.0,225.0,0.0,13.0,STL,LAX,1593,6.0,6.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,20,1219.0,1212,1302.0,1258,OO,5530,N216SW,43.0,46.0,29.0,4.0,7.0,PSP,LAX,110,6.0,8.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,9,2117.0,2055,2348.0,2340,MQ,3971,N828AE,151.0,165.0,131.0,8.0,22.0,MIA,CVG,948,10.0,10.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,17,1346.0,1340,1627.0,1630,9E,5760,80309E,101.0,110.0,79.0,-3.0,6.0,MEM,CHS,589,10.0,12.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,23,1947.0,1815,2132.0,1949,XE,2829,N17513,105.0,94.0,83.0,103.0,92.0,MOB,IAH,427,10.0,12.0,0,N,0,0.0,0.0,103.0,0.0,0.0
1,15,832.0,803,1054.0,1035,UA,1625,N460UA,262.0,272.0,233.0,19.0,29.0,MIA,DEN,1709,8.0,21.0,0,N,0,19.0,0.0,0.0,0.0,0.0
1,12,1412.0,1400,1503.0,1450,WN,700,N336SW,51.0,50.0,37.0,13.0,12.0,DAL,AUS,189,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,1,1926.0,1920,2210.0,2145,US,1645,N745VJ,164.0,145.0,142.0,25.0,6.0,DCA,TPA,814,2.0,20.0,0,N,0,6.0,0.0,19.0,0.0,0.0
1,31,1005.0,930,1306.0,1259,CO,1801,N19130,181.0,209.0,152.0,7.0,35.0,EWR,FLL,1065,5.0,24.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,30,705.0,650,900.0,845,YV,2631,N904FJ,115.0,115.0,72.0,15.0,15.0,DTW,CLT,500,7.0,36.0,0,N,0,15.0,0.0,0.0,0.0,0.0
1,6,1018.0,1008,1311.0,1300,NW,748,N760NC,113.0,112.0,78.0,11.0,10.0,MSP,DTW,528,6.0,29.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,3,816.0,740,1148.0,1105,MQ,3827,N655AE,152.0,145.0,126.0,43.0,36.0,DFW,CHS,987,6.0,20.0,0,N,0,36.0,0.0,7.0,0.0,0.0
1,15,1856.0,1841,1937.0,1928,OO,5748,N270YV,41.0,47.0,27.0,9.0,15.0,LAX,CLD,86,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,15,1311.0,1300,1407.0,1357,AQ,486,N748AL,56.0,57.0,43.0,10.0,11.0,KOA,LIH,263,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,0.0
1,4,1538.0,1500,1751.0,1730,AA,2397,N5DJAA,253.0,270.0,234.0,21.0,38.0,EWR,EGE,1725,4.0,15.0,0,N,0,21.0,0.0,0.0,0.0,0.0
1,31,1229.0,550,1504.0,814,CO,1045,N37253,215.0,204.0,189.0,410.0,399.0,CLE,IAH,1091,12.0,14.0,0,N,0,399.0,0.0,11.0,0.0,0.0
1,21,1136.0,1115,1512.0,1442,UA,208,N336UA,156.0,147.0,134.0,30.0,21.0,PDX,DEN,992,10.0,12.0,0,N,0,7.0,0.0,9.0,0.0,14.0
1,17,1951.0,1920,2052.0,2020,WN,209,N236WN,61.0,60.0,49.0,32.0,31.0,BWI,PIT,210,3.0,9.0,0,N,0,16.0,0.0,1.0,0.0,15.0
1,31,1228.0,1120,1331.0,1230,9E,2809,87949E,63.0,70.0,37.0,61.0,68.0,MSP,FSD,197,4.0,22.0,0,N,0,61.0,0.0,0.0,0.0,0.0
1,21,1816.0,1620,2022.0,1842,UA,1107,N921UA,66.0,82.0,48.0,100.0,116.0,ORD,CLE,316,3.0,15.0,0,N,0,7.0,0.0,0.0,0.0,93.0
1,30,916.0,910,1128.0,1135,WN,816,N348SW,132.0,145.0,118.0,-7.0,6.0,HOU,MDW,937,7.0,7.0,0,N,0,0.0,0.0,0.0,0.0,0.0
