Month,DayofMonth,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
0,11,1611.0,15,1859.0,15,10,16,16,108.0,109.0,79.0,60.0,61.0,14,14,16,6.0,23.0,0,0,0,60.0,0.0,0.0,0.0,0.0
0,2,833.0,16,922.0,16,9,17,17,109.0,116.0,89.0,6.0,13.0,15,15,17,9.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,1611.0,17,1730.0,17,1,18,18,79.0,75.0,66.0,20.0,16.0,16,16,18,4.0,9.0,0,0,0,0.0,0.0,4.0,0.0,16.0
0,13,703.0,18,805.0,18,4,19,19,62.0,69.0,37.0,6.0,13.0,17,17,19,11.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,14,1711.0,19,2052.0,19,1,20,20,161.0,170.0,147.0,-3.0,6.0,18,18,20,4.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,2,1653.0,20,2042.0,20,11,21,21,169.0,177.0,137.0,12.0,20.0,19,19,21,11.0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,15,1855.0,21,1911.0,21,1,22,22,76.0,65.0,59.0,96.0,85.0,18,4,22,3.0,14.0,0,0,0,85.0,0.0,11.0,0.0,0.0
0,16,1012.0,22,1822.0,22,6,23,23,310.0,328.0,279.0,4.0,22.0,20,20,23,12.0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,17,2134.0,23,2240.0,23,2,24,24,66.0,80.0,54.0,0.0,14.0,12,21,24,4.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,14,1903.0,24,2050.0,7,7,25,25,107.0,115.0,90.0,10.0,18.0,21,22,25,5.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,11,2002.0,25,2132.0,19,2,26,26,150.0,135.0,106.0,37.0,22.0,22,11,26,25.0,19.0,0,0,0,0.0,0.0,16.0,0.0,21.0
0,18,1457.0,26,2054.0,24,12,27,27,237.0,236.0,205.0,84.0,83.0,23,11,27,8.0,24.0,0,0,0,0.0,0.0,1.0,0.0,83.0
0,19,1423.0,27,1610.0,25,13,28,28,287.0,302.0,271.0,53.0,68.0,22,15,28,5.0,11.0,0,0,0,0.0,0.0,51.0,0.0,2.0
0,20,2036.0,9,2151.0,26,5,29,29,75.0,90.0,62.0,236.0,251.0,24,23,29,4.0,9.0,0,0,0,236.0,0.0,0.0,0.0,0.0
0,21,1956.0,28,2234.0,27,9,28,30,98.0,107.0,83.0,5.0,14.0,25,12,17,5.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,22,1455.0,29,1732.0,28,3,30,31,157.0,140.0,136.0,72.0,55.0,2,24,30,4.0,17.0,0,0,0,52.0,3.0,17.0,0.0,0.0
0,13,2010.0,30,2217.0,29,14,31,32,127.0,108.0,56.0,74.0,55.0,26,22,31,65.0,6.0,0,0,0,55.0,0.0,19.0,0.0,0.0
0,22,1506.0,31,1701.0,30,15,32,33,115.0,110.0,86.0,12.0,7.0,27,9,32,11.0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,23,1506.0,32,1622.0,31,7,33,34,136.0,132.0,109.0,22.0,18.0,28,25,33,4.0,23.0,0,0,0,18.0,0.0,4.0,0.0,0.0
0,14,745.0,33,1027.0,32,6,34,35,342.0,344.0,299.0,13.0,15.0,29,15,34,9.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,15,1131.0,34,0.0,33,3,35,36,0.0,160.0,0.0,0.0,6.0,2,26,35,0.0,38.0,0,0,1,0.0,0.0,0.0,0.0,0.0
0,10,1728.0,35,14.0,34,11,36,37,226.0,254.0,209.0,-20.0,8.0,20,19,36,6.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,3,1111.0,36,1330.0,35,3,37,38,139.0,125.0,115.0,200.0,186.0,30,3,37,9.0,15.0,0,0,0,186.0,0.0,14.0,0.0,0.0
0,24,1040.0,37,1537.0,36,4,38,39,177.0,155.0,125.0,47.0,25.0,15,27,38,11.0,41.0,0,0,0,0.0,0.0,0.0,0.0,47.0
0,4,2155.0,23,41.0,37,1,39,40,106.0,110.0,90.0,31.0,35.0,25,12,17,5.0,11.0,0,0,0,31.0,0.0,0.0,0.0,0.0
0,7,1424.0,38,1817.0,38,12,40,41,353.0,323.0,308.0,347.0,317.0,31,28,39,3.0,42.0,0,0,0,0.0,317.0,30.0,0.0,0.0
0,14,933.0,39,1058.0,39,1,41,42,85.0,90.0,75.0,3.0,8.0,1,29,40,3.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,25,1513.0,40,1610.0,40,1,42,43,117.0,145.0,103.0,-20.0,8.0,32,30,41,5.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,26,1038.0,41,1320.0,41,1,43,44,102.0,120.0,91.0,-10.0,8.0,33,10,42,2.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,1507.0,42,1754.0,42,9,44,45,107.0,112.0,83.0,2.0,7.0,15,3,14,12.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,4,2218.0,43,2301.0,43,3,45,46,163.0,180.0,144.0,86.0,103.0,12,15,43,6.0,13.0,0,0,0,76.0,0.0,0.0,0.0,10.0
0,13,1516.0,15,1819.0,22,6,46,47,243.0,248.0,205.0,1.0,6.0,29,8,44,6.0,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,12,1841.0,44,2054.0,20,7,47,48,133.0,150.0,119.0,24.0,41.0,28,31,45,2.0,12.0,0,0,0,24.0,0.0,0.0,0.0,0.0
0,6,1210.0,45,1311.0,44,0,48,49,121.0,127.0,93.0,48.0,54.0,22,18,46,7.0,21.0,0,0,0,48.0,0.0,0.0,0.0,0.0
0,25,827.0,46,1042.0,45,16,49,50,135.0,140.0,116.0,22.0,27.0,25,32,47,5.0,14.0,0,0,0,22.0,0.0,0.0,0.0,0.0
0,20,1912.0,47,2226.0,43,12,50,51,134.0,115.0,100.0,51.0,32.0,2,33,48,5.0,29.0,0,0,0,32.0,0.0,19.0,0.0,0.0
0,5,1651.0,48,2012.0,46,6,51,52,141.0,140.0,116.0,15.0,14.0,15,8,49,9.0,16.0,0,0,0,0.0,0.0,2.0,0.0,13.0
0,6,633.0,49,859.0,47,13,52,53,146.0,122.0,112.0,32.0,8.0,34,34,50,5.0,29.0,0,0,0,8.0,0.0,24.0,0.0,0.0
0,4,1147.0,50,1441.0,1,2,53,54,114.0,85.0,68.0,36.0,7.0,2,35,51,3.0,43.0,0,0,0,0.0,0.0,29.0,0.0,7.0
0,3,1202.0,51,1509.0,48,6,54,55,187.0,189.0,137.0,30.0,32.0,27,20,52,7.0,43.0,0,0,0,0.0,0.0,30.0,0.0,0.0
0,17,1555.0,52,1755.0,49,3,55,56,240.0,225.0,221.0,25.0,10.0,12,5,53,7.0,12.0,0,0,0,10.0,0.0,15.0,0.0,0.0
0,11,1524.0,15,1604.0,31,1,56,57,40.0,50.0,31.0,4.0,14.0,35,36,54,2.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,19,1456.0,11,1618.0,50,2,57,58,82.0,65.0,47.0,38.0,21.0,36,3,55,28.0,7.0,0,0,0,0.0,21.0,17.0,0.0,0.0
0,15,1241.0,53,1400.0,51,3,58,59,199.0,200.0,176.0,5.0,6.0,12,17,56,8.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,22,1725.0,54,1948.0,52,17,59,60,83.0,95.0,66.0,68.0,80.0,37,9,57,9.0,8.0,0,0,0,3.0,0.0,0.0,0.0,65.0
0,8,1013.0,55,1153.0,53,7,60,61,160.0,161.0,132.0,5.0,6.0,28,37,58,4.0,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,11,2232.0,56,2340.0,54,1,61,62,68.0,70.0,58.0,105.0,107.0,4,38,59,3.0,7.0,0,0,0,0.0,0.0,0.0,0.0,105.0
0,1,1817.0,57,2104.0,13,1,62,63,107.0,115.0,95.0,-1.0,7.0,37,39,60,3.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,27,909.0,58,1239.0,55,12,63,64,150.0,135.0,106.0,72.0,57.0,2,40,61,4.0,40.0,0,0,0,57.0,0.0,15.0,0.0,0.0
0,4,842.0,59,1133.0,56,12,64,65,351.0,362.0,320.0,29.0,40.0,38,5,62,7.0,24.0,0,0,0,29.0,0.0,0.0,0.0,0.0
0,2,2055.0,56,16.0,57,9,65,66,141.0,121.0,104.0,30.0,10.0,15,37,12,6.0,31.0,0,0,0,0.0,0.0,20.0,0.0,10.0
0,14,927.0,60,1228.0,58,6,66,67,241.0,258.0,192.0,120.0,137.0,7,8,8,6.0,43.0,0,0,0,120.0,0.0,0.0,0.0,0.0
0,0,1548.0,15,1802.0,59,15,67,68,134.0,148.0,116.0,24.0,38.0,39,9,63,6.0,12.0,0,0,0,0.0,0.0,0.0,0.0,24.0
0,21,1557.0,61,1652.0,60,1,68,69,55.0,60.0,41.0,17.0,22.0,9,41,64,6.0,8.0,0,0,0,7.0,0.0,0.0,0.0,10.0
0,20,2156.0,62,2322.0,61,3,69,70,86.0,80.0,64.0,92.0,86.0,20,5,65,6.0,16.0,0,0,0,0.0,0.0,92.0,0.0,0.0
0,28,1606.0,63,1746.0,62,16,70,71,100.0,102.0,79.0,34.0,36.0,40,6,66,5.0,16.0,0,0,0,0.0,0.0,0.0,0.0,34.0
0,24,2105.0,64,58.0,63,12,71,72,293.0,163.0,150.0,276.0,146.0,29,11,67,125.0,18.0,0,0,0,0.0,0.0,130.0,0.0,146.0
0,9,1453.0,65,1603.0,11,1,72,73,70.0,70.0,52.0,13.0,13.0,9,42,0,4.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,19,2004.0,66,2229.0,64,1,73,74,145.0,145.0,126.0,99.0,99.0,40,15,68,6.0,13.0,0,0,0,0.0,98.0,0.0,0.0,1.0
0,5,1747.0,67,1853.0,52,1,74,75,66.0,60.0,48.0,13.0,7.0,25,38,69,2.0,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,18,908.0,68,1017.0,65,2,75,76,69.0,85.0,54.0,2.0,18.0,2,43,70,5.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,9,1855.0,69,2024.0,66,14,76,77,89.0,90.0,49.0,114.0,115.0,32,44,71,13.0,27.0,0,0,0,0.0,0.0,114.0,0.0,0.0
0,5,1913.0,70,2215.0,67,6,77,78,182.0,179.0,144.0,12.0,9.0,27,20,52,10.0,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,22,1856.0,71,2301.0,68,3,78,79,185.0,180.0,154.0,76.0,71.0,2,45,72,7.0,24.0,0,0,0,0.0,28.0,5.0,0.0,43.0
0,22,1501.0,72,1818.0,69,2,79,80,137.0,140.0,101.0,13.0,16.0,12,46,73,6.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,29,1621.0,54,1908.0,70,5,80,81,227.0,182.0,175.0,61.0,16.0,41,47,74,5.0,47.0,0,0,0,0.0,3.0,45.0,0.0,13.0
0,11,1014.0,73,1407.0,71,8,81,82,233.0,195.0,176.0,82.0,44.0,39,48,75,7.0,50.0,0,0,0,0.0,0.0,82.0,0.0,0.0
0,9,2146.0,74,2359.0,72,13,82,83,133.0,160.0,123.0,89.0,116.0,42,48,76,3.0,7.0,0,0,0,1.0,0.0,0.0,0.0,88.0
0,14,1520.0,42,1759.0,73,3,83,84,159.0,180.0,142.0,-1.0,20.0,43,45,77,4.0,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,4,1655.0,65,1947.0,74,8,56,85,172.0,160.0,151.0,147.0,135.0,44,48,78,4.0,17.0,0,0,0,94.0,0.0,12.0,0.0,41.0
0,12,1156.0,51,1210.0,75,2,84,86,74.0,80.0,55.0,20.0,26.0,45,11,79,8.0,11.0,0,0,0,0.0,0.0,0.0,0.0,20.0
0,2,1044.0,75,1317.0,76,1,85,87,93.0,105.0,83.0,-3.0,9.0,33,39,80,2.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,27,1655.0,76,1833.0,77,1,86,88,98.0,100.0,88.0,8.0,10.0,46,49,81,3.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,2,1751.0,67,1959.0,14,17,87,89,128.0,135.0,107.0,4.0,11.0,28,50,82,4.0,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,23,2232.0,77,2321.0,78,2,88,90,49.0,62.0,27.0,44.0,57.0,20,4,83,8.0,14.0,0,0,0,44.0,0.0,0.0,0.0,0.0
0,26,900.0,68,1055.0,79,14,89,91,115.0,127.0,82.0,-2.0,10.0,7,23,84,7.0,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,1525.0,72,1721.0,80,5,90,92,116.0,120.0,84.0,36.0,40.0,47,20,85,7.0,25.0,0,0,0,0.0,0.0,36.0,0.0,0.0
0,0,1036.0,78,1336.0,81,0,91,93,120.0,125.0,105.0,121.0,126.0,2,51,86,1.0,14.0,0,0,0,121.0,0.0,0.0,0.0,0.0
0,15,1336.0,79,1526.0,82,5,92,94,110.0,106.0,91.0,10.0,6.0,41,43,87,8.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,15,956.0,80,1328.0,76,3,93,95,152.0,160.0,137.0,8.0,16.0,12,52,88,3.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,29,1555.0,81,1920.0,83,16,94,96,145.0,145.0,123.0,60.0,60.0,40,12,89,8.0,14.0,0,0,0,60.0,0.0,0.0,0.0,0.0
0,20,2018.0,82,2346.0,84,3,95,3,148.0,125.0,93.0,41.0,18.0,30,22,90,8.0,47.0,0,0,0,0.0,0.0,23.0,0.0,18.0
0,7,2023.0,83,2144.0,85,1,96,97,81.0,75.0,63.0,69.0,63.0,4,15,91,6.0,12.0,0,0,0,4.0,0.0,6.0,0.0,59.0
0,30,1107.0,84,1409.0,51,1,97,98,122.0,125.0,108.0,14.0,17.0,33,53,92,3.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,19,1614.0,85,1739.0,86,7,98,99,85.0,80.0,44.0,13.0,8.0,28,34,93,18.0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,11,758.0,86,906.0,87,1,99,100,68.0,70.0,55.0,21.0,23.0,23,15,94,4.0,9.0,0,0,0,0.0,0.0,0.0,0.0,21.0
0,9,1206.0,2,1401.0,2,2,100,101,175.0,170.0,150.0,51.0,46.0,48,11,95,7.0,18.0,0,0,0,0.0,0.0,18.0,0.0,33.0
0,8,1115.0,87,1252.0,88,14,101,102,97.0,102.0,82.0,12.0,17.0,44,27,96,3.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,27,1343.0,27,1721.0,89,6,102,103,158.0,169.0,133.0,17.0,28.0,41,19,75,7.0,18.0,0,0,0,17.0,0.0,0.0,0.0,0.0
0,13,1708.0,88,1859.0,90,14,103,104,111.0,129.0,87.0,-11.0,7.0,49,44,97,10.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,1606.0,40,1743.0,91,8,104,105,97.0,80.0,58.0,78.0,61.0,7,54,98,6.0,33.0,0,0,0,4.0,0.0,17.0,0.0,57.0
0,24,1251.0,89,1544.0,92,2,105,106,113.0,115.0,81.0,49.0,51.0,12,35,99,2.0,30.0,0,0,0,49.0,0.0,0.0,0.0,0.0
0,12,2248.0,90,244.0,93,3,106,107,176.0,175.0,152.0,159.0,158.0,2,45,72,3.0,21.0,0,0,0,0.0,0.0,13.0,0.0,146.0
0,6,2209.0,91,2316.0,94,13,107,108,67.0,80.0,49.0,-4.0,9.0,22,52,100,5.0,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,30,1350.0,10,1627.0,80,8,108,109,157.0,185.0,137.0,-18.0,10.0,7,55,101,5.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,20,815.0,92,952.0,95,2,109,110,157.0,140.0,125.0,52.0,35.0,9,11,102,16.0,16.0,0,0,0,35.0,0.0,17.0,0.0,0.0
0,22,1541.0,40,1734.0,96,17,97,111,113.0,113.0,84.0,36.0,36.0,28,45,103,6.0,23.0,0,0,0,36.0,0.0,0.0,0.0,0.0
0,1,1628.0,42,1858.0,21,3,110,112,150.0,155.0,130.0,83.0,88.0,2,3,104,9.0,11.0,0,0,0,10.0,0.0,14.0,0.0,59.0
0,12,1155.0,51,1236.0,97,2,111,113,41.0,50.0,28.0,16.0,25.0,2,56,105,3.0,10.0,0,0,0,0.0,8.0,0.0,0.0,8.0
0,19,913.0,93,954.0,98,2,112,114,41.0,50.0,25.0,4.0,13.0,50,11,83,6.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,26,1451.0,94,1610.0,99,0,113,115,79.0,91.0,65.0,134.0,146.0,15,57,98,5.0,9.0,0,0,0,134.0,0.0,0.0,0.0,0.0
0,21,1307.0,53,1402.0,100,1,114,100,115.0,120.0,99.0,27.0,32.0,15,15,17,4.0,12.0,0,0,0,5.0,0.0,0.0,0.0,22.0
0,11,1554.0,81,1814.0,101,12,115,116,200.0,232.0,181.0,27.0,59.0,2,47,106,4.0,15.0,0,0,0,21.0,0.0,0.0,0.0,6.0
0,10,1148.0,50,1346.0,102,2,116,117,118.0,125.0,101.0,1.0,8.0,51,3,107,8.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,19,841.0,95,1225.0,53,6,117,118,404.0,373.0,362.0,37.0,6.0,29,4,108,3.0,39.0,0,0,0,6.0,0.0,31.0,0.0,0.0
0,29,1741.0,96,2005.0,103,1,118,119,144.0,150.0,131.0,0.0,6.0,19,30,109,6.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,29,2123.0,97,2348.0,104,1,119,120,85.0,75.0,55.0,33.0,23.0,33,58,110,6.0,24.0,0,0,0,7.0,0.0,10.0,0.0,16.0
0,25,1503.0,98,1700.0,105,1,120,121,237.0,250.0,225.0,0.0,13.0,37,17,111,6.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,21,1219.0,99,1302.0,106,4,121,122,43.0,46.0,29.0,4.0,7.0,52,17,112,6.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,5,2117.0,100,2348.0,107,2,122,123,151.0,165.0,131.0,8.0,22.0,53,27,113,10.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,22,1346.0,10,1627.0,40,10,123,124,101.0,110.0,79.0,-3.0,6.0,54,51,114,10.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,10,1947.0,101,2132.0,108,5,124,125,105.0,94.0,83.0,103.0,92.0,55,8,115,10.0,12.0,0,0,0,0.0,0.0,103.0,0.0,0.0
0,18,832.0,102,1054.0,4,12,125,126,262.0,272.0,233.0,19.0,29.0,53,12,116,8.0,21.0,0,0,0,19.0,0.0,0.0,0.0,0.0
0,25,1412.0,29,1503.0,36,1,126,127,51.0,50.0,37.0,13.0,12.0,35,37,117,4.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,3,1926.0,83,2210.0,68,13,127,128,164.0,145.0,142.0,25.0,6.0,42,1,118,2.0,20.0,0,0,0,6.0,0.0,19.0,0.0,0.0
0,20,1005.0,73,1306.0,109,6,128,129,181.0,209.0,152.0,7.0,35.0,29,48,52,5.0,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,23,705.0,18,900.0,87,0,129,130,115.0,115.0,72.0,15.0,15.0,43,34,119,7.0,36.0,0,0,0,15.0,0.0,0.0,0.0,0.0
0,27,1018.0,103,1311.0,110,11,130,131,113.0,112.0,78.0,11.0,10.0,14,19,120,6.0,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,14,816.0,92,1148.0,111,2,131,132,152.0,145.0,126.0,43.0,36.0,12,51,121,6.0,20.0,0,0,0,36.0,0.0,7.0,0.0,0.0
0,18,1856.0,104,1937.0,112,4,132,133,41.0,47.0,27.0,9.0,15.0,20,59,5,5.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,18,1311.0,105,1407.0,113,18,133,134,56.0,57.0,43.0,10.0,11.0,56,60,122,5.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,1538.0,42,1751.0,49,3,134,135,253.0,270.0,234.0,21.0,38.0,29,61,123,4.0,15.0,0,0,0,21.0,0.0,0.0,0.0,0.0
0,20,1229.0,106,1504.0,114,6,135,118,215.0,204.0,189.0,410.0,399.0,0,8,124,12.0,14.0,0,0,0,399.0,0.0,11.0,0.0,0.0
0,16,1136.0,107,1512.0,115,12,136,136,156.0,147.0,134.0,30.0,21.0,57,12,125,10.0,12.0,0,0,0,7.0,0.0,9.0,0.0,14.0
0,22,1951.0,83,2052.0,116,1,137,137,61.0,60.0,49.0,32.0,31.0,9,58,126,3.0,9.0,0,0,0,16.0,0.0,1.0,0.0,15.0
0,20,1228.0,2,1331.0,38,10,138,138,63.0,70.0,37.0,61.0,68.0,14,62,127,4.0,22.0,0,0,0,61.0,0.0,0.0,0.0,0.0
0,16,1816.0,108,2022.0,117,12,139,139,66.0,82.0,48.0,100.0,116.0,2,23,128,3.0,15.0,0,0,0,7.0,0.0,0.0,0.0,93.0
0,23,916.0,4,1128.0,81,1,140,140,132.0,145.0,118.0,-7.0,6.0,1,30,129,7.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,14,1907.0,109,2156.0,118,8,141,141,349.0,377.0,309.0,9.0,37.0,7,15,130,10.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,3,1923.0,110,2023.0,103,1,142,142,60.0,65.0,48.0,18.0,23.0,18,63,131,4.0,8.0,0,0,0,0.0,0.0,0.0,0.0,18.0
0,10,1926.0,111,2338.0,107,6,143,143,192.0,210.0,164.0,-2.0,16.0,41,20,44,7.0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,30,2103.0,112,2121.0,119,13,144,144,78.0,77.0,52.0,10.0,9.0,18,64,132,6.0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,21,1956.0,113,2221.0,120,5,145,145,145.0,125.0,100.0,41.0,21.0,29,14,133,5.0,40.0,0,0,0,0.0,0.0,20.0,0.0,21.0
0,21,1336.0,114,1458.0,121,9,146,146,142.0,141.0,125.0,10.0,9.0,15,4,134,3.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,6,1906.0,71,2159.0,122,3,147,147,173.0,100.0,67.0,154.0,81.0,58,11,135,6.0,100.0,0,0,0,0.0,0.0,139.0,0.0,15.0
0,3,1738.0,76,1844.0,123,5,148,148,66.0,87.0,45.0,32.0,53.0,29,65,136,7.0,14.0,0,0,0,0.0,0.0,0.0,0.0,32.0
0,13,1900.0,47,2037.0,46,7,149,149,157.0,137.0,120.0,40.0,20.0,28,66,137,11.0,26.0,0,0,0,20.0,0.0,20.0,0.0,0.0
0,20,817.0,46,957.0,124,5,150,150,100.0,62.0,38.0,55.0,17.0,41,49,138,4.0,58.0,0,0,0,0.0,17.0,38.0,0.0,0.0
0,10,1434.0,10,1534.0,125,3,151,151,60.0,60.0,41.0,54.0,54.0,38,45,139,7.0,12.0,0,0,0,2.0,0.0,0.0,0.0,52.0
0,13,1643.0,115,1820.0,123,7,152,152,157.0,162.0,137.0,8.0,13.0,28,67,140,4.0,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,1332.0,116,1437.0,125,1,153,153,65.0,75.0,54.0,-3.0,7.0,59,39,0,3.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,20,1444.0,10,1743.0,126,5,154,154,179.0,172.0,137.0,71.0,64.0,41,68,141,4.0,38.0,0,0,0,0.0,64.0,7.0,0.0,0.0
0,12,1613.0,117,1933.0,127,3,155,155,140.0,145.0,116.0,103.0,108.0,12,7,142,5.0,19.0,0,0,0,10.0,0.0,0.0,0.0,93.0
0,14,1641.0,72,1724.0,128,4,156,156,43.0,48.0,29.0,111.0,116.0,60,12,143,7.0,7.0,0,0,0,0.0,0.0,0.0,0.0,111.0
0,20,1555.0,105,1733.0,129,2,157,157,158.0,130.0,124.0,203.0,175.0,61,11,144,19.0,15.0,0,0,0,0.0,0.0,197.0,0.0,6.0
0,15,1947.0,111,2058.0,130,1,158,158,71.0,75.0,56.0,33.0,37.0,15,69,145,4.0,11.0,0,0,0,0.0,0.0,0.0,0.0,33.0
