Month,origin_long,origin_lat,dest_lat,dest_long,ArrDelay
1,-90.36,38.748000000000005,39.175,-76.668,-1.0
1,-87.904,41.979,30.494,-81.688,72.0
1,-81.316,28.429000000000002,37.619,-122.375,29.0
1,-104.667,39.858000000000004,30.194000000000003,-97.67,30.0
1,-73.779,40.64,29.98,-95.34,120.0
1,-73.872,40.777,33.64,-84.427,24.0
1,-76.668,39.175,40.795,-73.1,17.0
1,-118.40799999999999,33.942,37.619,-122.375,92.0
1,-122.309,47.449,38.695,-121.59100000000001,34.0
1,-74.169,40.692,41.979,-87.904,276.0
1,-76.668,39.175,42.748000000000005,-73.803,13.0
1,-122.309,47.449,36.08,-115.152,99.0
1,-115.152,36.08,34.201,-118.359,13.0
1,-87.904,41.979,36.124,-86.678,2.0
1,-75.241,39.872,42.364,-71.005,114.0
1,-80.153,26.072,40.692,-74.169,12.0
1,-87.904,41.979,25.793000000000003,-80.291,76.0
1,-97.037,32.896,39.998000000000005,-82.89200000000001,13.0
1,-95.34,29.98,33.434,-112.008,61.0
1,-73.872,40.777,26.072,-80.153,82.0
1,-77.03699999999999,38.852,26.072,-80.153,89.0
1,-83.353,42.211999999999996,25.793000000000003,-80.291,-1.0
1,-77.456,38.944,26.072,-80.153,147.0
1,,,,,20.0
1,-87.75200000000001,41.786,39.175,-76.668,-3.0
1,-86.75299999999999,33.563,32.847,-96.852,8.0
1,-84.427,33.64,39.872,-75.241,4.0
1,-118.40799999999999,33.942,32.733000000000004,-117.189,44.0
1,-73.779,40.64,41.412,-81.85,-2.0
1,,,,,36.0
1,-87.904,41.979,32.899,-80.04,121.0
1,-95.34,29.98,36.124,-86.678,10.0
1,-97.037,32.896,38.852,-77.03699999999999,8.0
1,-122.309,47.449,39.858000000000004,-104.667,60.0
1,-86.678,36.124,40.777,-73.872,41.0
1,-121.59100000000001,38.695,36.08,-115.152,69.0
1,-87.75200000000001,41.786,41.724,-71.428,14.0
1,-84.427,33.64,35.214,-80.943,13.0
1,-117.189,32.733000000000004,36.08,-115.152,21.0
1,-71.428,41.724,41.979,-87.904,51.0
1,-77.456,38.944,39.046,-84.662,12.0
1,-95.34,29.98,42.211999999999996,-83.353,17.0
1,-82.89200000000001,39.998000000000005,42.364,-71.005,-11.0
1,-73.779,40.64,42.94,-78.732,78.0
1,-97.037,32.896,35.812,-83.993,49.0
1,-87.904,41.979,25.793000000000003,-80.291,159.0
1,-80.943,35.214,38.852,-77.03699999999999,-4.0
1,-73.779,40.64,26.535999999999998,-81.755,-18.0
1,-76.668,39.175,41.979,-87.904,52.0
1,-84.427,33.64,25.793000000000003,-80.291,36.0
1,-87.904,41.979,32.896,-97.037,83.0
1,-87.904,41.979,44.485,-88.12899999999999,16.0
1,-89.337,43.14,41.979,-87.904,4.0
1,-104.667,39.858000000000004,,,134.0
1,-104.667,39.858000000000004,36.08,-115.152,27.0
1,-87.904,41.979,33.434,-112.008,27.0
1,,,,,1.0
1,-74.169,40.692,32.733000000000004,-117.189,37.0
1,-98.47,29.534000000000002,41.786,-87.75200000000001,0.0
1,-87.75200000000001,41.786,40.491,-80.233,33.0
1,-90.36,38.748000000000005,33.942,-118.40799999999999,0.0
1,-116.507,33.829,33.942,-118.40799999999999,4.0
1,-80.291,25.793000000000003,39.046,-84.662,8.0
1,-89.977,35.042,32.899,-80.04,-3.0
1,-88.243,30.691,29.98,-95.34,103.0
1,-80.291,25.793000000000003,39.858000000000004,-104.667,19.0
1,-96.852,32.847,30.194000000000003,-97.67,13.0
1,-77.03699999999999,38.852,27.975,-82.53299999999999,25.0
1,-74.169,40.692,26.072,-80.153,7.0
1,-83.353,42.211999999999996,35.214,-80.943,15.0
1,-93.21700000000001,44.88,42.211999999999996,-83.353,11.0
1,-97.037,32.896,32.899,-80.04,43.0
1,-118.40799999999999,33.942,,,9.0
1,-156.046,19.739,21.976,-159.339,10.0
1,-74.169,40.692,,,21.0
1,-81.85,41.412,29.98,-95.34,410.0
1,-122.59700000000001,45.589,39.858000000000004,-104.667,30.0
1,-76.668,39.175,40.491,-80.233,32.0
1,-93.21700000000001,44.88,,,61.0
1,-87.904,41.979,41.412,-81.85,100.0
1,-95.279,29.645,41.786,-87.75200000000001,-7.0
1,-73.779,40.64,36.08,-115.152,9.0
1,-112.008,33.434,31.807,-106.37799999999999,18.0
1,-95.34,29.98,40.692,-74.169,-2.0
1,-112.008,33.434,34.056,-117.601,10.0
1,-74.169,40.692,39.902,-84.219,41.0
1,-104.667,39.858000000000004,32.733000000000004,-117.189,10.0
1,-94.714,39.297,41.979,-87.904,154.0
1,-74.169,40.692,44.472,-73.153,32.0
1,-84.427,33.64,39.297,-94.714,40.0
1,-95.34,29.98,32.847,-96.852,55.0
1,-81.316,28.429000000000002,25.793000000000003,-80.291,54.0
1,-84.427,33.64,29.534000000000002,-98.47,8.0
1,-73.803,42.748000000000005,39.175,-76.668,-3.0
1,-95.34,29.98,44.88,-93.21700000000001,71.0
1,-97.037,32.896,28.429000000000002,-81.316,103.0
1,,,,,111.0
1,-76.10600000000001,43.111000000000004,41.979,-87.904,203.0
1,-104.667,39.858000000000004,0.0,0.0,33.0
1,-84.427,33.64,29.98,-95.34,44.0
1,-87.75200000000001,41.786,28.429000000000002,-81.316,7.0
1,-84.662,39.046,42.211999999999996,-83.353,42.0
1,-84.662,39.046,42.211999999999996,-83.353,30.0
1,-87.904,41.979,43.14,-89.337,150.0
1,-78.78699999999999,35.876999999999995,40.692,-74.169,30.0
1,-86.678,36.124,41.979,-87.904,92.0
1,-97.67,30.194000000000003,41.412,-81.85,58.0
1,-82.53299999999999,27.975,33.64,-84.427,70.0
1,-96.852,32.847,0.0,0.0,-2.0
1,-80.096,26.683000000000003,40.692,-74.169,27.0
1,-89.977,35.042,35.035,-85.204,53.0
1,-118.40799999999999,33.942,33.434,-112.008,27.0
1,-74.169,40.692,39.858000000000004,-104.667,-6.0
1,-104.667,39.858000000000004,,,47.0
1,-84.427,33.64,29.993000000000002,-90.258,16.0
1,-95.34,29.98,41.302,-95.89399999999999,17.0
1,-104.667,39.858000000000004,47.449,-122.309,21.0
1,-97.67,30.194000000000003,35.042,-89.977,138.0
1,-115.152,36.08,38.944,-77.456,121.0
1,-122.309,47.449,36.08,-115.152,26.0
1,-81.316,28.429000000000002,39.175,-76.668,14.0
1,-87.904,41.979,44.88,-93.21700000000001,216.0
1,-104.667,39.858000000000004,21.316,-157.92700000000002,49.0
1,-87.904,41.979,39.717,-86.294,24.0
1,-81.316,28.429000000000002,,,72.0
1,-80.943,35.214,40.193000000000005,-76.763,28.0
1,-73.779,40.64,26.535999999999998,-81.755,3.0
1,,,,,23.0
1,-110.941,32.116,33.434,-112.008,211.0
1,-71.005,42.364,39.175,-76.668,106.0
1,-97.037,32.896,41.412,-81.85,4.0
1,-122.221,37.721,39.498000000000005,-119.76799999999999,42.0
1,-81.316,28.429000000000002,25.793000000000003,-80.291,29.0
1,-87.904,41.979,26.535999999999998,-81.755,27.0
1,-76.763,40.193000000000005,32.896,-97.037,20.0
1,-87.75200000000001,41.786,39.175,-76.668,116.0
1,-76.668,39.175,35.214,-80.943,41.0
1,-122.59700000000001,45.589,47.62,-117.53399999999999,28.0
1,-118.40799999999999,33.942,38.852,-77.03699999999999,-18.0
1,-104.667,39.858000000000004,43.56399999999999,-116.223,267.0
1,-84.427,33.64,,,23.0
1,-82.53299999999999,27.975,26.683000000000003,-80.096,43.0
1,-118.15100000000001,33.818000000000005,40.788000000000004,-111.978,15.0
1,-117.189,32.733000000000004,39.858000000000004,-104.667,-6.0
1,-81.316,28.429000000000002,39.858000000000004,-104.667,43.0
1,-84.427,33.64,39.858000000000004,-104.667,20.0
1,-115.152,36.08,37.361999999999995,-121.929,14.0
1,-122.221,37.721,33.434,-112.008,20.0
1,-80.943,35.214,30.494,-81.688,28.0
1,-121.929,37.361999999999995,33.64,-84.427,-2.0
1,-84.427,33.64,37.619,-122.375,30.0
1,-97.037,32.896,,,13.0
1,-117.189,32.733000000000004,37.619,-122.375,112.0
1,-93.21700000000001,44.88,35.393,-97.601,-6.0
1,-80.291,25.793000000000003,29.98,-95.34,-1.0
1,-83.353,42.211999999999996,44.472,-73.153,2.0
1,-121.929,37.361999999999995,34.056,-117.601,8.0
1,-97.037,32.896,42.881,-85.523,42.0
1,-74.169,40.692,42.211999999999996,-83.353,13.0
1,-115.152,36.08,34.201,-118.359,3.0
1,-87.904,41.979,32.896,-97.037,67.0
1,-76.668,39.175,41.786,-87.75200000000001,-4.0
1,,,,,30.0
1,-74.169,40.692,28.429000000000002,-81.316,80.0
1,-118.40799999999999,33.942,20.899,-156.431,148.0
1,,,,,111.0
1,-83.353,42.211999999999996,42.364,-71.005,8.0
1,-118.40799999999999,33.942,39.046,-84.662,4.0
1,-117.601,34.056,37.721,-122.221,58.0
1,-84.427,33.64,35.214,-80.943,69.0
1,-77.456,38.944,30.494,-81.688,173.0
1,-95.34,29.98,36.08,-115.152,154.0
1,-97.037,32.896,33.676,-117.868,12.0
1,-104.667,39.858000000000004,33.942,-118.40799999999999,8.0
1,-93.663,41.534,44.88,-93.21700000000001,-2.0
1,-104.667,39.858000000000004,36.08,-115.152,39.0
1,-87.904,41.979,38.852,-77.03699999999999,106.0
1,-122.221,37.721,34.201,-118.359,13.0
1,-118.40799999999999,33.942,20.899,-156.431,43.0
1,-122.375,37.619,,,17.0
1,-122.375,37.619,,,8.0
1,-87.904,41.979,45.589,-122.59700000000001,4.0
1,-118.40799999999999,33.942,36.08,-115.152,10.0
1,,,,,106.0
1,-84.427,33.64,,,13.0
1,-118.40799999999999,33.942,33.434,-112.008,1.0
1,-118.40799999999999,33.942,33.434,-112.008,50.0
1,-118.40799999999999,33.942,33.64,-84.427,2.0
1,-75.241,39.872,28.429000000000002,-81.316,30.0
1,-90.258,29.993000000000002,33.942,-118.40799999999999,31.0
1,-111.978,40.788000000000004,47.62,-117.53399999999999,26.0
1,-71.005,42.364,39.998000000000005,-82.89200000000001,130.0
1,-81.85,41.412,42.946999999999996,-87.896,18.0
1,-84.427,33.64,29.645,-95.279,24.0
1,-98.47,29.534000000000002,35.042,-89.977,10.0
1,-73.779,40.64,39.717,-86.294,-7.0
1,-119.76799999999999,39.498000000000005,40.788000000000004,-111.978,28.0
1,-95.88799999999999,36.198,44.88,-93.21700000000001,30.0
1,,,,,495.0
1,-122.375,37.619,,,105.0
1,-80.943,35.214,26.683000000000003,-80.096,24.0
1,-97.037,32.896,31.066999999999997,-97.829,37.0
1,-110.941,32.116,47.62,-117.53399999999999,10.0
1,-87.75200000000001,41.786,32.116,-110.941,8.0
1,-80.291,25.793000000000003,42.364,-71.005,8.0
1,-110.941,32.116,33.942,-118.40799999999999,32.0
1,-87.904,41.979,40.193000000000005,-76.763,151.0
1,-95.279,29.645,33.563,-86.75299999999999,7.0
1,,,,,7.0
1,-117.868,33.676,41.979,-87.904,-13.0
1,-122.375,37.619,43.56399999999999,-116.223,138.0
1,-80.153,26.072,33.942,-118.40799999999999,7.0
1,-73.872,40.777,41.979,-87.904,16.0
1,-122.221,37.721,34.201,-118.359,21.0
1,-89.977,35.042,29.993000000000002,-90.258,10.0
1,-73.872,40.777,42.211999999999996,-83.353,90.0
1,,,,,59.0
1,-104.667,39.858000000000004,40.692,-74.169,236.0
1,-97.037,32.896,29.645,-95.279,109.0
1,-117.189,32.733000000000004,38.748000000000005,-90.36,12.0
1,-104.667,39.858000000000004,36.08,-115.152,15.0
1,-87.75200000000001,41.786,41.412,-81.85,47.0
1,-84.427,33.64,40.788000000000004,-111.978,14.0
1,-157.92700000000002,21.316,33.64,-84.427,23.0
1,-80.153,26.072,27.975,-82.53299999999999,16.0
1,-111.978,40.788000000000004,36.08,-115.152,16.0
1,-77.456,38.944,37.619,-122.375,12.0
1,-115.152,36.08,42.211999999999996,-83.353,-2.0
1,-93.21700000000001,44.88,32.733000000000004,-117.189,58.0
1,-86.678,36.124,33.942,-118.40799999999999,5.0
1,-122.59700000000001,45.589,47.449,-122.309,9.0
1,-90.36,38.748000000000005,39.858000000000004,-104.667,31.0
1,-80.291,25.793000000000003,42.364,-71.005,55.0
1,-111.978,40.788000000000004,37.701,-113.09899999999999,13.0
1,-87.904,41.979,39.858000000000004,-104.667,145.0
1,-87.904,41.979,38.852,-77.03699999999999,9.0
1,-86.75299999999999,33.563,32.847,-96.852,57.0
1,-84.662,39.046,44.88,-93.21700000000001,15.0
1,-94.714,39.297,38.944,-77.456,59.0
1,-89.977,35.042,41.979,-87.904,-7.0
1,-98.492,33.989000000000004,32.896,-97.037,108.0
1,-111.978,40.788000000000004,45.589,-122.59700000000001,30.0
1,-157.92700000000002,21.316,47.449,-122.309,43.0
1,-84.427,33.64,33.939,-81.119,16.0
1,-95.34,29.98,32.311,-90.07600000000001,10.0
1,-83.353,42.211999999999996,46.842,-92.194,14.0
1,-97.037,32.896,40.777,-73.872,6.0
1,-95.34,29.98,37.505,-77.319,47.0
1,-119.76799999999999,39.498000000000005,39.858000000000004,-104.667,13.0
1,-87.904,41.979,40.491,-80.233,138.0
1,-80.096,26.683000000000003,41.979,-87.904,138.0
1,-84.427,33.64,36.198,-95.88799999999999,5.0
1,-76.668,39.175,42.946999999999996,-87.896,20.0
1,-87.904,41.979,,,60.0
1,-83.353,42.211999999999996,37.505,-77.319,49.0
1,-84.427,33.64,36.894,-76.20100000000001,6.0
1,-119.76799999999999,39.498000000000005,33.942,-118.40799999999999,26.0
1,-87.904,41.979,40.788000000000004,-111.978,9.0
1,-95.34,29.98,32.311,-90.07600000000001,128.0
1,-84.427,33.64,41.302,-95.89399999999999,-17.0
1,-80.291,25.793000000000003,33.64,-84.427,12.0
1,-122.309,47.449,39.858000000000004,-104.667,33.0
1,-84.662,39.046,28.429000000000002,-81.316,109.0
1,-71.005,42.364,35.876999999999995,-78.78699999999999,54.0
1,-85.523,42.881,41.979,-87.904,151.0
1,-122.59700000000001,45.589,32.896,-97.037,32.0
1,,,,,0.0
1,-115.152,36.08,41.786,-87.75200000000001,30.0
1,-76.668,39.175,40.795,-73.1,25.0
1,-80.291,25.793000000000003,29.98,-95.34,28.0
1,-73.872,40.777,30.494,-81.688,5.0
1,-93.82600000000001,32.446,35.042,-89.977,27.0
1,-84.427,33.64,30.483,-86.525,67.0
1,-94.714,39.297,39.858000000000004,-104.667,45.0
1,-97.601,35.393,39.046,-84.662,19.0
1,-77.456,38.944,40.777,-73.872,153.0
1,-121.929,37.361999999999995,34.056,-117.601,88.0
1,-81.316,28.429000000000002,38.944,-77.456,53.0
1,-122.221,37.721,36.08,-115.152,36.0
1,-97.601,35.393,33.64,-84.427,31.0
1,-87.904,41.979,42.364,-71.005,99.0
1,-118.40799999999999,33.942,29.645,-95.279,19.0
1,-118.40799999999999,33.942,39.297,-94.714,27.0
1,-87.904,41.979,44.88,-93.21700000000001,4.0
1,-87.75200000000001,41.786,37.619,-122.375,-27.0
1,-104.667,39.858000000000004,36.08,-115.152,12.0
1,-73.779,40.64,37.619,-122.375,27.0
1,-66.002,18.439,40.64,-73.779,88.0
1,-97.037,32.896,39.717,-86.294,42.0
1,-83.353,42.211999999999996,40.777,-73.872,44.0
1,-80.153,26.072,35.214,-80.943,-7.0
1,-74.169,40.692,25.793000000000003,-80.291,23.0
1,-83.353,42.211999999999996,44.88,-93.21700000000001,3.0
1,-117.53399999999999,47.62,47.449,-122.309,-1.0
1,-80.291,25.793000000000003,35.214,-80.943,3.0
1,-89.977,35.042,30.691,-88.243,43.0
1,-87.904,41.979,40.193000000000005,-76.763,37.0
1,-118.40799999999999,33.942,37.361999999999995,-121.929,10.0
1,-95.279,29.645,31.941999999999997,-102.20200000000001,12.0
1,-104.667,39.858000000000004,,,72.0
1,-73.1,40.795,27.975,-82.53299999999999,-2.0
1,-87.75200000000001,41.786,32.116,-110.941,45.0
1,-86.678,36.124,41.724,-71.428,71.0
1,-74.169,40.692,41.979,-87.904,21.0
1,-90.36,38.748000000000005,40.777,-73.872,94.0
1,-94.714,39.297,36.08,-115.152,-22.0
1,-84.427,33.64,33.434,-112.008,36.0
1,-87.75200000000001,41.786,33.942,-118.40799999999999,29.0
1,-84.662,39.046,41.979,-87.904,-19.0
1,-117.601,34.056,39.858000000000004,-104.667,77.0
1,-122.309,47.449,37.721,-122.221,72.0
1,-81.202,32.126999999999995,41.979,-87.904,90.0
1,-74.169,40.692,42.946999999999996,-87.896,2.0
1,,,,,26.0
1,,,,,63.0
1,-84.427,33.64,26.683000000000003,-80.096,10.0
1,-95.279,29.645,28.429000000000002,-81.316,46.0
1,-112.008,33.434,41.979,-87.904,-1.0
1,-122.375,37.619,21.976,-159.339,34.0
1,-117.189,32.733000000000004,33.942,-118.40799999999999,6.0
1,-87.904,41.979,,,88.0
1,-122.59700000000001,45.589,37.619,-122.375,122.0
1,-80.096,26.683000000000003,40.795,-73.1,79.0
1,-77.672,43.119,40.64,-73.779,22.0
1,-80.943,35.214,40.491,-80.233,49.0
1,-86.294,39.717,33.64,-84.427,3.0
1,-84.427,33.64,,,62.0
1,-87.904,41.979,38.748000000000005,-90.36,34.0
1,-95.88799999999999,36.198,39.046,-84.662,14.0
1,-71.005,42.364,39.998000000000005,-82.89200000000001,65.0
1,-117.189,32.733000000000004,36.124,-86.678,-10.0
1,-74.169,40.692,28.429000000000002,-81.316,3.0
1,-122.375,37.619,38.748000000000005,-90.36,33.0
1,-112.008,33.434,44.88,-93.21700000000001,-4.0
1,-118.40799999999999,33.942,,,65.0
1,-112.008,33.434,34.201,-118.359,11.0
1,-73.872,40.777,30.494,-81.688,25.0
1,-122.221,37.721,29.98,-95.34,15.0
1,-98.47,29.534000000000002,33.64,-84.427,12.0
1,-74.169,40.692,32.896,-97.037,94.0
1,-119.76799999999999,39.498000000000005,29.98,-95.34,131.0
1,-104.667,39.858000000000004,33.676,-117.868,34.0
1,-76.668,39.175,40.64,-73.779,51.0
1,-66.002,18.439,32.896,-97.037,67.0
1,-86.678,36.124,39.858000000000004,-104.667,34.0
1,-86.678,36.124,39.998000000000005,-82.89200000000001,63.0
1,,,,,13.0
1,,,,,-1.0
1,-80.943,35.214,29.98,-95.34,76.0
1,-95.34,29.98,29.534000000000002,-98.47,11.0
1,-76.668,39.175,33.64,-84.427,-4.0
1,-86.294,39.717,26.072,-80.153,28.0
1,-84.427,33.64,32.510999999999996,-92.037,8.0
1,,,,,47.0
1,-80.096,26.683000000000003,32.896,-97.037,1.0
1,-81.316,28.429000000000002,39.872,-75.241,32.0
1,-73.872,40.777,37.132,-76.493,37.0
1,-80.943,35.214,40.777,-73.872,6.0
1,-122.309,47.449,34.201,-118.359,11.0
1,-87.904,41.979,42.364,-71.005,-2.0
1,-118.40799999999999,33.942,39.858000000000004,-104.667,25.0
1,-80.943,35.214,25.793000000000003,-80.291,12.0
1,-80.096,26.683000000000003,33.64,-84.427,71.0
1,-75.241,39.872,,,38.0
1,-87.75200000000001,41.786,29.645,-95.279,-11.0
1,-74.169,40.692,33.942,-118.40799999999999,30.0
1,-116.223,43.56399999999999,33.434,-112.008,6.0
1,-85.523,42.881,41.979,-87.904,6.0
1,-121.59100000000001,38.695,33.434,-112.008,25.0
1,-122.309,47.449,38.695,-121.59100000000001,28.0
1,,,,,30.0
1,-122.221,37.721,47.449,-122.309,9.0
1,-104.667,39.858000000000004,0.0,0.0,45.0
1,-87.904,41.979,34.729,-92.22399999999999,47.0
1,-95.34,29.98,0.0,0.0,2.0
1,-121.59100000000001,38.695,47.449,-122.309,113.0
1,-95.89399999999999,41.302,32.896,-97.037,-7.0
1,-74.169,40.692,42.881,-85.523,47.0
1,-104.7,38.806,39.858000000000004,-104.667,9.0
1,-122.59700000000001,45.589,37.721,-122.221,129.0
1,-81.316,28.429000000000002,26.072,-80.153,-4.0
1,-97.037,32.896,41.979,-87.904,37.0
1,-119.76799999999999,39.498000000000005,37.619,-122.375,88.0
1,-117.189,32.733000000000004,40.788000000000004,-111.978,19.0
1,-73.872,40.777,44.88,-93.21700000000001,95.0
1,-85.523,42.881,41.979,-87.904,27.0
1,-87.75200000000001,41.786,36.124,-86.678,25.0
1,-111.978,40.788000000000004,39.858000000000004,-104.667,49.0
1,-71.005,42.364,44.88,-93.21700000000001,4.0
1,-77.456,38.944,41.724,-71.428,163.0
1,-76.668,39.175,41.724,-71.428,3.0
1,-84.427,33.64,,,34.0
1,-92.22399999999999,34.729,41.979,-87.904,20.0
1,-84.427,33.64,42.364,-71.005,33.0
1,-93.21700000000001,44.88,,,42.0
1,-83.353,42.211999999999996,40.64,-73.779,-6.0
1,-87.904,41.979,44.88,-93.21700000000001,5.0
1,-118.40799999999999,33.942,37.619,-122.375,46.0
1,-84.427,33.64,39.872,-75.241,41.0
1,-81.85,41.412,,,20.0
1,-122.309,47.449,33.434,-112.008,15.0
1,-96.852,32.847,29.534000000000002,-98.47,16.0
1,-121.929,37.361999999999995,33.676,-117.868,14.0
1,-87.904,41.979,33.434,-112.008,24.0
1,-83.993,35.812,32.896,-97.037,14.0
1,-73.707,41.067,41.979,-87.904,60.0
1,-77.672,43.119,40.64,-73.779,47.0
1,-80.153,26.072,35.214,-80.943,9.0
1,,,,,29.0
1,-76.10600000000001,43.111000000000004,41.979,-87.904,103.0
1,-110.941,32.116,32.896,-97.037,22.0
1,-83.353,42.211999999999996,40.193000000000005,-76.763,97.0
1,-122.221,37.721,34.056,-117.601,47.0
1,-87.75200000000001,41.786,39.872,-75.241,-4.0
1,-97.037,32.896,29.993000000000002,-90.258,5.0
1,-87.904,41.979,,,78.0
1,-119.76799999999999,39.498000000000005,45.589,-122.59700000000001,6.0
1,-122.375,37.619,41.979,-87.904,66.0
1,-73.872,40.777,42.364,-71.005,36.0
1,-83.353,42.211999999999996,,,19.0
1,-97.037,32.896,29.645,-95.279,33.0
1,,,,,84.0
1,-84.427,33.64,43.119,-77.672,244.0
1,-97.037,32.896,33.434,-112.008,30.0
1,-86.294,39.717,36.08,-115.152,38.0
1,-86.294,39.717,33.434,-112.008,-13.0
1,-73.779,40.64,42.364,-71.005,32.0
1,-95.34,29.98,40.777,-73.872,-19.0
1,-80.943,35.214,30.494,-81.688,28.0
1,-74.105,41.504,28.429000000000002,-81.316,27.0
1,-117.189,32.733000000000004,33.942,-118.40799999999999,2.0
1,-84.427,33.64,,,-1.0
1,-84.427,33.64,41.067,-73.707,2.0
1,-73.779,40.64,40.491,-80.233,22.0
1,-112.008,33.434,37.721,-122.221,6.0
1,-80.04,32.899,35.214,-80.943,1.0
1,-117.189,32.733000000000004,35.214,-80.943,27.0
1,-112.008,33.434,37.721,-122.221,35.0
1,-81.85,41.412,41.979,-87.904,9.0
1,-87.75200000000001,41.786,30.194000000000003,-97.67,59.0
1,-97.037,32.896,42.364,-71.005,33.0
1,-74.169,40.692,30.194000000000003,-97.67,1.0
1,-80.291,25.793000000000003,40.692,-74.169,17.0
1,-115.152,36.08,33.434,-112.008,17.0
1,-87.904,41.979,,,28.0
1,-104.667,39.858000000000004,,,47.0
1,-121.59100000000001,38.695,0.0,0.0,166.0
1,-96.759,40.851,41.979,-87.904,24.0
1,-84.427,33.64,32.446,-93.82600000000001,-1.0
1,,,,,-2.0
1,-149.996,61.174,47.449,-122.309,3.0
1,-71.428,41.724,28.429000000000002,-81.316,29.0
1,-83.353,42.211999999999996,25.793000000000003,-80.291,32.0
1,-83.353,42.211999999999996,,,41.0
1,,,,,309.0
1,-118.40799999999999,33.942,21.316,-157.92700000000002,3.0
1,-77.319,37.505,39.046,-84.662,14.0
1,-81.316,28.429000000000002,36.124,-86.678,11.0
1,-122.375,37.619,21.316,-157.92700000000002,5.0
1,-82.53299999999999,27.975,29.645,-95.279,15.0
1,-82.89200000000001,39.998000000000005,41.979,-87.904,173.0
1,-95.34,29.98,42.364,-71.005,14.0
1,-84.427,33.64,33.37,-81.964,35.0
1,-81.316,28.429000000000002,42.211999999999996,-83.353,5.0
1,-87.904,41.979,36.198,-95.88799999999999,115.0
1,,,,,-4.0
1,-86.75299999999999,33.563,41.979,-87.904,157.0
1,-121.59100000000001,38.695,37.619,-122.375,168.0
1,-112.008,33.434,32.733000000000004,-117.189,34.0
1,-80.153,26.072,39.872,-75.241,-20.0
1,-104.7,38.806,39.297,-94.714,6.0
1,-122.375,37.619,36.775999999999996,-119.71799999999999,131.0
1,-76.668,39.175,42.211999999999996,-83.353,8.0
1,-73.872,40.777,32.899,-80.04,-4.0
1,-117.601,34.056,33.434,-112.008,39.0
